PAYERGROUPCODE,STATECODE,MONTHUID,ACTIVEMEMBERSHIP,ACTIVEMEMBERSHIP_FORECAST,ACTIVEMEMBERSHIP_FORECAST_LOWER,ACTIVEMEMBERSHIP_FORECAST_UPPER,ACTIVEMEMBERSHIP_FORECAST_MAE,MODEL
Medicaid,WV,2019-02,7,6.064653483,5.028368865,7.083429413,1.800039828,PROPHET
Medicaid,WV,2019-03,5,5.586434216,4.552835755,6.66220083,1.800039828,PROPHET
Medicaid,WV,2019-04,4,5.056977172,4.048770532,6.09809761,1.800039828,PROPHET
Medicaid,WV,2019-05,4,4.544599391,3.54591588,5.516629962,1.800039828,PROPHET
Medicaid,WV,2019-06,4,4.015142349,2.974521045,5.010098317,1.800039828,PROPHET
Medicaid,WV,2019-07,3,3.502764566,2.455407407,4.565804022,1.800039828,PROPHET
Medicaid,WV,2019-08,2,2.973307526,1.941618864,4.005440646,1.800039828,PROPHET
Medicaid,WV,2019-09,2,2.443850486,1.428422161,3.465042374,1.800039828,PROPHET
Medicaid,WV,2019-10,2,1.931486582,0.8398180563,2.891871962,1.800039828,PROPHET
Medicaid,WV,2019-11,2,1.402043881,0.3584538644,2.448691773,1.800039828,PROPHET
Medicaid,WV,2019-12,2,0.8896799763,-0.07672842644,1.890118291,1.800039828,PROPHET
Medicaid,WV,2020-01,,0.3602372752,-0.5717196463,1.49198998,1.800039828,PROPHET
Medicaid,WV,2020-02,,-0.1692054259,-1.098598767,0.8979895821,1.800039828,PROPHET
Medicaid,WY,2019-01,6,6.708623898,5.823657318,7.635070139,0.3166761264,PROPHET
Medicaid,WY,2019-02,7,6.265995112,5.383627357,7.185891047,0.3166761264,PROPHET
Medicaid,WY,2019-03,5,5.866201369,4.939187529,6.787562633,0.3166761264,PROPHET
Medicaid,WY,2019-04,6,5.423572583,4.560592493,6.293014265,0.3166761264,PROPHET
Medicaid,WY,2019-05,5,4.995222145,4.06833394,5.867496656,0.3166761264,PROPHET
Medicaid,WY,2019-06,4,4.552593359,3.640223737,5.46483709,0.3166761264,PROPHET
Medicaid,WY,2019-07,5,4.124242921,3.287027751,5.048905047,0.3166761264,PROPHET
Medicaid,WY,2019-08,5,3.681609679,2.738016699,4.584725795,0.3166761264,PROPHET
Medicaid,WY,2019-09,3,3.238976437,2.347384886,4.116646801,0.3166761264,PROPHET
Medicaid,WY,2019-10,2,2.810621685,1.867602802,3.642419384,0.3166761264,PROPHET
Medicaid,WY,2019-11,2,2.367988443,1.504386998,3.236321137,0.3166761264,PROPHET
Medicaid,WY,2019-12,2,1.939633691,1.050553533,2.831316875,0.3166761264,PROPHET
Medicaid,WY,2020-01,,1.497000449,0.5964995698,2.413062514,0.3166761264,PROPHET
Medicaid,WY,2020-02,,1.054367206,0.2150339003,1.922138695,0.3166761264,PROPHET
Medicare,AK,2019-01,64,61.782953752,58.384715821,65.273922537,3.221671774,PROPHET
Medicare,AK,2019-02,64,61.17159256,57.816879401,64.499387123,3.221671774,PROPHET
Medicare,AK,2019-03,58,60.61939565,57.39860397,64.278573873,3.221671774,PROPHET
Medicare,AK,2019-04,57,60.008042061,56.458725226,63.686598791,3.221671774,PROPHET
Medicare,AK,2019-05,56,59.416410061,55.977907424,62.80081719,3.221671774,PROPHET
Medicare,AK,2019-06,59,58.80505773,55.086117033,62.193456607,3.221671774,PROPHET
Medicare,AK,2019-07,62,58.213426114,54.743313094,61.596503326,3.221671774,PROPHET
Medicare,AK,2019-08,60,57.602073409,54.132327052,61.041070748,3.221671774,PROPHET
Medicare,AK,2019-09,53,56.990720983,53.505660023,60.252202302,3.221671774,PROPHET
Medicare,AK,2019-10,58,56.399089227,52.697609341,59.722805643,3.221671774,PROPHET
Medicare,AK,2019-11,54,55.787736412,52.341716556,59.09970088,3.221671774,PROPHET
Medicare,AK,2019-12,57,55.196104656,51.825442466,58.657763142,3.221671774,PROPHET
Medicare,AK,2020-01,,54.584751842,51.408140792,58.238303597,3.221671774,PROPHET
Medicare,AK,2020-02,,53.973399027,50.613957632,57.658111606,3.221671774,PROPHET
Medicare,AL,2019-01,587,595.55816956,588.340720601,603.475361231,5.035891242,PROPHET
Medicare,AL,2019-02,590,580.132964706,571.811968602,587.420990031,5.035891242,PROPHET
Medicare,AL,2019-03,570,566.19765626,557.7073884,574.484496042,5.035891242,PROPHET
Medicare,AL,2019-04,552,550.769278769,543.214120787,558.811632886,5.035891242,PROPHET
Medicare,AL,2019-05,529,535.83859073,528.063613612,544.088506585,5.035891242,PROPHET
Medicare,AL,2019-06,510,520.410212982,512.198603144,528.444319226,5.035891242,PROPHET
Medicare,AL,2019-07,509,505.47952486,497.485549279,513.274035767,5.035891242,PROPHET
Medicare,AL,2019-08,498,490.051031445,482.440282423,498.06770332,5.035891242,PROPHET
Medicare,AL,2019-09,479,474.602124565,466.394109549,483.030698004,5.035891242,PROPHET
Medicare,AL,2019-10,459,459.638270388,451.637114234,468.104966296,5.035891242,PROPHET
Medicare,AL,2019-11,445,444.175621073,436.088467954,452.088610575,5.035891242,PROPHET
Medicare,AL,2019-12,424,429.211766896,421.421154403,436.739259125,5.035891242,PROPHET
Medicare,AL,2020-01,,413.749117581,405.696994646,422.195595824,5.035891242,PROPHET
Medicare,AL,2020-02,,398.286468265,390.400874967,406.197628837,5.035891242,PROPHET
Medicare,AR,2019-01,2352,2791.583524058,2456.371514032,3123.276149492,384.597060456,PROPHET
Medicare,AR,2019-02,2376,2846.467058557,2501.384392738,3183.75337557,384.597060456,PROPHET
Medicare,AR,2019-03,3207,2896.039285947,2553.735253008,3220.025002802,384.597060456,PROPHET
Medicare,AR,2019-04,3266,2950.922823313,2613.37775418,3290.740403099,384.597060456,PROPHET
Medicare,AR,2019-05,3293,3004.035920557,2635.672128873,3334.429873833,384.597060456,PROPHET
Medicare,AR,2019-06,3302,3058.91945045,2721.378227552,3412.794404885,384.597060456,PROPHET
Medicare,AR,2019-07,3239,3112.032544609,2772.563308738,3450.425418543,384.597060456,PROPHET
Medicare,AR,2019-08,3262,3166.916074727,2822.853422362,3514.134423515,384.597060456,PROPHET
Medicare,AR,2019-09,3253,3221.799606173,2882.282738229,3544.134177804,384.597060456,PROPHET
Medicare,AR,2019-10,3146,3274.912698434,2967.254855284,3635.961687878,384.597060456,PROPHET
Medicare,AR,2019-11,3158,3329.796227104,2995.174397918,3681.648200242,384.597060456,PROPHET
Medicare,AR,2019-12,3183,3382.909319366,3037.684796546,3749.937957224,384.597060456,PROPHET
Medicare,AR,2020-01,,3437.792848036,3111.969164517,3744.170719523,384.597060456,PROPHET
Medicare,AR,2020-02,,3492.676376706,3125.975127055,3835.606955964,384.597060456,PROPHET
Medicare,AZ,2019-01,73060,73045.797695387,72959.387440342,73139.190455297,4947.483928788,PROPHET
Medicare,AZ,2019-02,71487,71501.178111069,71411.414907218,71585.070679848,4947.483928788,PROPHET
Medicare,AZ,2019-03,70169,70168.989487933,70073.211076957,70259.600819854,4947.483928788,PROPHET
Medicare,AZ,2019-04,68798,68798.041555436,68709.642109803,68885.711143086,4947.483928788,PROPHET
Medicare,AZ,2019-05,67821,67821.006205412,67731.626110059,67906.711427979,4947.483928788,PROPHET
Medicare,AZ,2019-06,67002,67009.073227331,66921.085801217,67095.98244518,4947.483928788,PROPHET
Medicare,AZ,2019-07,66691,66705.416793983,66614.141942797,66796.148521596,4947.483928788,PROPHET
Medicare,AZ,2019-08,66416,66391.638502612,66303.743180977,66484.582562398,4947.483928788,PROPHET
Medicare,AZ,2019-09,65727,65650.757427815,65560.476623693,65738.919601382,4947.483928788,PROPHET
Medicare,AZ,2019-10,64908,64929.573920773,64848.483684775,65021.224452474,4947.483928788,PROPHET
Medicare,AZ,2019-11,64000,64184.350963496,64099.424798443,64273.733988952,4947.483928788,PROPHET
Medicare,AZ,2019-12,63590,63463.167456455,63376.567355098,63556.499778327,4947.483928788,PROPHET
Medicare,AZ,2020-01,,62717.944499178,62575.66830766,62846.185843907,4947.483928788,PROPHET
Medicare,AZ,2020-02,,61972.721541902,61577.622979065,62322.288853631,4947.483928788,PROPHET
Medicare,All,2019-01,3353964,3342075.59887144,3304766.76448287,3380630.05644327,94404.751888385,PROPHET
Medicare,All,2019-02,3358771,3349744.1622366,3310137.05450006,3389461.92655449,94404.751888385,PROPHET
Medicare,All,2019-03,3357275,3356670.60557022,3318484.64968921,3395596.59988804,94404.751888385,PROPHET
Medicare,All,2019-04,3350364,3364452.83319722,3324250.0859303,3403238.6223257,94404.751888385,PROPHET
Medicare,All,2019-05,3343689,3372075.24773014,3334822.55366145,3410629.06131501,94404.751888385,PROPHET
Medicare,All,2019-06,3346135,3380174.17758217,3340819.67370916,3416042.29702713,94404.751888385,PROPHET
Medicare,All,2019-07,3417684,3388022.5933116,3350998.24233192,3428809.09206048,94404.751888385,PROPHET
Medicare,All,2019-08,3404027,3396132.62156194,3359210.96973094,3433164.47669253,94404.751888385,PROPHET
Medicare,All,2019-09,3403985,3404239.71286101,3367639.58153533,3445913.25846187,94404.751888385,PROPHET
Medicare,All,2019-10,3393194,3362576.17129691,3324582.98627814,3403269.35979289,94404.751888385,PROPHET
Medicare,All,2019-11,3369095,3319523.84501402,3281048.13734949,3359892.81794538,94404.751888385,PROPHET
Medicare,All,2019-12,3215289,3277860.30344992,3239930.59789065,3316099.34308111,94404.751888385,PROPHET
Medicare,All,2020-01,,3234807.97716703,3196805.51841611,3272994.86177528,94404.751888385,PROPHET
Medicare,All,2020-02,,3191755.65088413,3151806.68490478,3231856.76102788,94404.751888385,PROPHET
Medicare,CA,2019-01,467486,467598.057962401,466814.04826541,468381.587690507,5871.79336315,PROPHET
Medicare,CA,2019-02,467697,467387.078817692,466566.191753192,468236.816578527,5871.79336315,PROPHET
Medicare,CA,2019-03,467023,467196.218409593,466382.113456383,468039.314372627,5871.79336315,PROPHET
Medicare,CA,2019-04,466878,466984.9086522,466186.117929284,467735.768603462,5871.79336315,PROPHET
Medicare,CA,2019-05,466672,466780.415405989,466025.783387566,467634.621618897,5871.79336315,PROPHET
Medicare,CA,2019-06,467085,466569.10574544,465792.014633056,467327.528296551,5871.79336315,PROPHET
Medicare,CA,2019-07,465986,466258.111156608,465458.43052692,467023.754400211,5871.79336315,PROPHET
Medicare,CA,2019-08,465518,465936.999302081,465151.967120623,466728.960196423,5871.79336315,PROPHET
Medicare,CA,2019-09,465237,465973.997011617,465225.937843315,466794.362473831,5871.79336315,PROPHET
Medicare,CA,2019-10,465106,463316.406015598,462517.483344686,464205.956902456,5871.79336315,PROPHET
Medicare,CA,2019-11,460466,460570.228653046,459749.205626517,461428.898311981,5871.79336315,PROPHET
Medicare,CA,2019-12,457331,457912.637657027,457115.906689658,458646.039972164,5871.79336315,PROPHET
Medicare,CA,2020-01,,455166.460294475,454247.860540354,456064.552274273,5871.79336315,PROPHET
Medicare,CA,2020-02,,452420.282931922,451302.067084092,453642.180746883,5871.79336315,PROPHET
Medicare,CO,2019-01,32815,32829.881046306,32765.521703574,32895.470912656,94.237960379,PROPHET
Medicare,CO,2019-02,32624,32576.153688165,32518.487246298,32636.482934187,94.237960379,PROPHET
Medicare,CO,2019-03,32159,32204.643469099,32140.779914634,32263.039622525,94.237960379,PROPHET
Medicare,CO,2019-04,32292,32296.980373064,32238.176017401,32359.561494467,94.237960379,PROPHET
Medicare,CO,2019-05,32404,32386.338667229,32321.687058201,32444.831713441,94.237960379,PROPHET
Medicare,CO,2019-06,32407,32406.9999697,32347.207130037,32467.845708625,94.237960379,PROPHET
Medicare,CO,2019-07,32370,32369.999887987,32311.21504457,32433.362496252,94.237960379,PROPHET
Medicare,CO,2019-08,32281,32281.000006273,32218.302964994,32338.252875641,94.237960379,PROPHET
Medicare,CO,2019-09,32181,32183.63020447,32122.796888773,32249.438987932,94.237960379,PROPHET
Medicare,CO,2019-10,32032,32080.52239838,32017.473289446,32137.843804101,94.237960379,PROPHET
Medicare,CO,2019-11,32096,31973.977665421,31914.444365933,32030.619536671,94.237960379,PROPHET
Medicare,CO,2019-12,31800,31870.869859332,31809.086364205,31928.131998243,94.237960379,PROPHET
Medicare,CO,2020-01,,31764.325126373,31685.791521212,31859.357245571,94.237960379,PROPHET
Medicare,CO,2020-02,,31657.780393414,31435.730675991,31906.26119795,94.237960379,PROPHET
Medicare,CT,2019-01,2319,2320.770051766,2304.793025467,2338.114495491,110.896042828,PROPHET
Medicare,CT,2019-02,2317,2308.174857491,2290.81434604,2325.01649201,110.896042828,PROPHET
Medicare,CT,2019-03,2302,2296.798553021,2279.062432478,2313.214014724,110.896042828,PROPHET
Medicare,CT,2019-04,2256,2284.20335883,2268.302777845,2300.688579831,110.896042828,PROPHET
Medicare,CT,2019-05,2274,2272.105026918,2256.457382439,2289.251458828,110.896042828,PROPHET
Medicare,CT,2019-06,2270,2259.603417395,2242.642092622,2276.28951291,110.896042828,PROPHET
Medicare,CT,2019-07,2266,2247.427769672,2230.76222541,2265.857090819,110.896042828,PROPHET
Medicare,CT,2019-08,2216,2213.863844229,2195.325367514,2231.059680919,110.896042828,PROPHET
Medicare,CT,2019-09,2170,2180.299918887,2163.362235861,2195.727286675,110.896042828,PROPHET
Medicare,CT,2019-10,2158,2170.412009584,2153.810723844,2188.456174738,110.896042828,PROPHET
Medicare,CT,2019-11,2148,2160.194503304,2142.934267592,2176.423394418,110.896042828,PROPHET
Medicare,CT,2019-12,2168,2150.306594,2133.877552419,2167.07496832,110.896042828,PROPHET
Medicare,CT,2020-01,,2140.08908772,2122.939220622,2158.271538773,110.896042828,PROPHET
Medicare,CT,2020-02,,2129.87158144,2109.510865792,2150.949030663,110.896042828,PROPHET
Medicare,DC,2019-01,21216,20849.996035687,20091.284083311,21569.539151286,866.168535203,PROPHET
Medicare,DC,2019-02,21260,20614.64726518,19876.048385965,21366.128023069,866.168535203,PROPHET
Medicare,DC,2019-03,21369,20402.074180064,19707.008689357,21186.432607361,866.168535203,PROPHET
Medicare,DC,2019-04,19049,20166.725413754,19422.743345583,20888.047684007,866.168535203,PROPHET
Medicare,DC,2019-05,19140,19939.599149673,19194.760574211,20670.921473887,866.168535203,PROPHET
Medicare,DC,2019-06,19144,19706.133010566,18949.369149394,20429.251514687,866.168535203,PROPHET
Medicare,DC,2019-07,19253,19481.489184024,18669.586432761,20218.565244242,866.168535203,PROPHET
Medicare,DC,2019-08,19241,19249.883915868,18494.952585146,19976.21250329,866.168535203,PROPHET
Medicare,DC,2019-09,18833,19019.211142661,18253.249085091,19760.940181289,866.168535203,PROPHET
Medicare,DC,2019-10,18896,18796.083930473,18063.558147303,19508.753900498,866.168535203,PROPHET
Medicare,DC,2019-11,18886,18565.519144545,17822.183960013,19286.308050861,866.168535203,PROPHET
Medicare,DC,2019-12,18844,18342.391932356,17604.481382575,19145.823641219,866.168535203,PROPHET
Medicare,DC,2020-01,,18111.827146428,17363.486654562,18860.510992218,866.168535203,PROPHET
Medicare,DC,2020-02,,17881.2623605,17096.530173258,18639.736760153,866.168535203,PROPHET
Medicare,DE,2019-01,15105,15106.497041132,15093.653818213,15119.558537824,116.763779084,PROPHET
Medicare,DE,2019-02,15266,15264.502818776,15251.813527398,15277.558766773,116.763779084,PROPHET
Medicare,DE,2019-03,15352,15349.005658961,15335.882632872,15363.508490771,116.763779084,PROPHET
Medicare,DE,2019-04,15300,15302.993849749,15289.447025716,15316.461526805,116.763779084,PROPHET
Medicare,DE,2019-05,15313,15313.001362807,15298.937936047,15326.517673553,116.763779084,PROPHET
Medicare,DE,2019-06,15379,15382.092832214,15368.896963385,15395.519225515,116.763779084,PROPHET
Medicare,DE,2019-07,15481,15477.906155379,15464.591738648,15492.285933457,116.763779084,PROPHET
Medicare,DE,2019-08,15525,15522.00516298,15508.475011358,15535.145749592,116.763779084,PROPHET
Medicare,DE,2019-09,15503,15498.262288148,15485.605900469,15512.16129718,116.763779084,PROPHET
Medicare,DE,2019-10,15524,15548.198384446,15534.252461623,15562.133675525,116.763779084,PROPHET
Medicare,DE,2019-11,15624,15599.799017287,15586.192711418,15613.923271141,116.763779084,PROPHET
Medicare,DE,2019-12,15642,15649.735113585,15636.304476304,15663.755955718,116.763779084,PROPHET
Medicare,DE,2020-01,,15701.335746427,15665.9215236,15732.30397745,116.763779084,PROPHET
Medicare,DE,2020-02,,15752.936379268,15610.371630933,15875.328937559,116.763779084,PROPHET
Medicare,FL,2019-01,285096,285146.045197674,284794.255715739,285503.589640785,2990.558460472,PROPHET
Medicare,FL,2019-02,290358,290198.246718855,289886.105914239,290539.572929005,2990.558460472,PROPHET
Medicare,FL,2019-03,289737,289845.590913823,289518.412816793,290174.65080067,2990.558460472,PROPHET
Medicare,FL,2019-04,289479,289480.090365107,289127.350777275,289826.790317595,2990.558460472,PROPHET
Medicare,FL,2019-05,289789,289789.055637329,289473.558964667,290125.361789222,2990.558460472,PROPHET
Medicare,FL,2019-06,290144,290172.020554137,289837.098803919,290519.178877492,2990.558460472,PROPHET
Medicare,FL,2019-07,290954,290984.72135324,290654.094970712,291318.358415166,2990.558460472,PROPHET
Medicare,FL,2019-08,291869,291824.512217873,291463.976983059,292159.724527982,2990.558460472,PROPHET
Medicare,FL,2019-09,292230,292658.980577554,292336.600926517,293000.717584574,2990.558460472,PROPHET
Medicare,FL,2019-10,292910,292413.340861647,292075.95916663,292745.086038635,2990.558460472,PROPHET
Medicare,FL,2019-11,292546,292159.513155209,291804.617252918,292477.130783787,2990.558460472,PROPHET
Medicare,FL,2019-12,291474,291913.873439301,291580.845458679,292249.240851972,2990.558460472,PROPHET
Medicare,FL,2020-01,,291660.045732864,291097.083763563,292218.532085588,2990.558460472,PROPHET
Medicare,FL,2020-02,,291406.218026426,289350.04727001,293232.384294809,2990.558460472,PROPHET
Medicare,GA,2019-01,231421,231358.094564854,230761.890464496,231933.793211573,2452.808977941,PROPHET
Medicare,GA,2019-02,231165,231148.977719538,230603.048907029,231707.069656423,2452.808977941,PROPHET
Medicare,GA,2019-03,230933,230960.097595115,230400.566016613,231524.203934364,2452.808977941,PROPHET
Medicare,GA,2019-04,230699,230752.945160339,230169.993193564,231331.253906952,2452.808977941,PROPHET
Medicare,GA,2019-05,230913,231177.994756774,230608.642315607,231739.348483925,2452.808977941,PROPHET
Medicare,GA,2019-06,231858,231698.980910053,231109.670954197,232269.474967042,2452.808977941,PROPHET
Medicare,GA,2019-07,232325,232203.160876149,231604.543901189,232761.062705594,2452.808977941,PROPHET
Medicare,GA,2019-08,232477,232504.277075175,231947.66794583,233051.27056586,2452.808977941,PROPHET
Medicare,GA,2019-09,232187,232792.654649694,232242.960893168,233372.528883599,2452.808977941,PROPHET
Medicare,GA,2019-10,231785,231218.780828422,230599.517242299,231748.026797774,2452.808977941,PROPHET
Medicare,GA,2019-11,230511,229592.444546441,229058.823940878,230191.553405348,2452.808977941,PROPHET
Medicare,GA,2019-12,227153,228018.570725169,227417.803174246,228613.460740507,2452.808977941,PROPHET
Medicare,GA,2020-01,,226392.234443188,225762.002128285,227000.534503226,2452.808977941,PROPHET
Medicare,GA,2020-02,,224765.898161207,223811.025537174,225675.416824725,2452.808977941,PROPHET
Medicare,HI,2019-01,9441,9439.118643624,9427.602303996,9450.508336889,219.297859504,PROPHET
Medicare,HI,2019-02,9412,9418.045347424,9406.436567959,9430.546097053,219.297859504,PROPHET
Medicare,HI,2019-03,9440,9432.073875806,9420.658507561,9442.929474508,219.297859504,PROPHET
Medicare,HI,2019-04,9382,9389.647922481,9378.800278675,9401.625192314,219.297859504,PROPHET
Medicare,HI,2019-05,9418,9414.113888467,9402.52171243,9426.129775204,219.297859504,PROPHET
Medicare,HI,2019-06,9394,9390.113139888,9377.959189247,9401.469147785,219.297859504,PROPHET
Medicare,HI,2019-07,9310,9313.887385385,9302.422623855,9325.086325408,219.297859504,PROPHET
Medicare,HI,2019-08,9236,9235.999452447,9223.67134702,9246.874298929,219.297859504,PROPHET
Medicare,HI,2019-09,9297,9283.459937537,9271.899950388,9295.020160674,219.297859504,PROPHET
Medicare,HI,2019-10,9325,9339.530307357,9327.512064826,9351.102579453,219.297859504,PROPHET
Medicare,HI,2019-11,9384,9397.469689503,9385.612111042,9408.569518671,219.297859504,PROPHET
Medicare,HI,2019-12,9468,9453.540059322,9441.025563097,9465.071456124,219.297859504,PROPHET
Medicare,HI,2020-01,,9511.479441468,9486.132198195,9538.521832469,219.297859504,PROPHET
Medicare,HI,2020-02,,9569.418823615,9472.031165682,9665.455378566,219.297859504,PROPHET
Medicare,IA,2019-01,20578,13312.574399788,321.504098576,25309.499339299,13291.378787704,PROPHET
Medicare,IA,2019-02,20796,19103.862662179,6393.260705854,32144.020444037,13291.378787704,PROPHET
Medicare,IA,2019-03,21067,24334.703675824,11865.946409187,36445.585379408,13291.378787704,PROPHET
Medicare,IA,2019-04,22067,30125.991944651,17449.063135017,43687.437658252,13291.378787704,PROPHET
Medicare,IA,2019-05,24426,35730.464460142,23176.1856707,49025.620778703,13291.378787704,PROPHET
Medicare,IA,2019-06,25269,41521.752729736,28706.267875914,54258.374256275,13291.378787704,PROPHET
Medicare,IA,2019-07,66358,47126.225253326,34230.730980517,59479.062794253,13291.378787704,PROPHET
Medicare,IA,2019-08,66416,52917.513524232,39978.412898826,66732.658542465,13291.378787704,PROPHET
Medicare,IA,2019-09,66311,58708.801791187,45652.151771383,72436.718761896,13291.378787704,PROPHET
Medicare,IA,2019-10,66319,64313.274310437,52216.633063778,77749.680472435,13291.378787704,PROPHET
Medicare,IA,2019-11,66380,70104.562580329,57334.830949204,82004.685768697,13291.378787704,PROPHET
Medicare,IA,2019-12,66460,75709.035099579,63626.682073173,88859.078173193,13291.378787704,PROPHET
Medicare,IA,2020-01,,81500.323369471,67234.717237679,94005.470273268,13291.378787704,PROPHET
Medicare,IA,2020-02,,87291.611639363,74986.72717315,100592.899323502,13291.378787704,PROPHET
Medicare,ID,2019-01,178,182.819687774,179.076963478,186.521992128,9.169817504,PROPHET
Medicare,ID,2019-02,184,179.999038544,176.451368638,183.714438096,9.169817504,PROPHET
Medicare,ID,2019-03,180,177.45135175,173.764406749,180.936942132,9.169817504,PROPHET
Medicare,ID,2019-04,174,174.630695196,171.093413714,178.336049423,9.169817504,PROPHET
Medicare,ID,2019-05,167,171.90102595,168.493161784,175.435536276,9.169817504,PROPHET
Medicare,ID,2019-06,170,169.080368623,165.395482314,172.745135203,9.169817504,PROPHET
Medicare,ID,2019-07,169,166.346090441,162.529303713,170.090317294,9.169817504,PROPHET
Medicare,ID,2019-08,165,163.518515481,159.860651371,167.210505713,9.169817504,PROPHET
Medicare,ID,2019-09,159,157.762757126,154.305954563,161.534917129,9.169817504,PROPHET
Medicare,ID,2019-10,152,152.191599609,148.613213024,155.828461106,9.169817504,PROPHET
Medicare,ID,2019-11,148,146.434736842,143.113057995,150.334947183,9.169817504,PROPHET
Medicare,ID,2019-12,137,140.863579325,137.311667229,144.434259071,9.169817504,PROPHET
Medicare,ID,2020-01,,135.106716558,131.380515783,138.669525296,9.169817504,PROPHET
Medicare,ID,2020-02,,129.349853791,125.601598391,132.917188227,9.169817504,PROPHET
Medicare,IL,2019-01,210121,209537.002248651,202694.193891947,216872.08398078,1174.795593355,PROPHET
Medicare,IL,2019-02,207761,209242.112960005,202419.06064789,215799.560191346,1174.795593355,PROPHET
Medicare,IL,2019-03,205639,208975.761349305,201709.152489411,215833.899773435,1174.795593355,PROPHET
Medicare,IL,2019-04,206716,208680.872058715,201225.152125276,215870.91408048,1174.795593355,PROPHET
Medicare,IL,2019-05,207135,208395.4953099,201521.962047573,214864.496457699,1174.795593355,PROPHET
Medicare,IL,2019-06,208157,208100.605998414,200988.051279642,215158.936538413,1174.795593355,PROPHET
Medicare,IL,2019-07,211189,207815.199922276,201309.192251911,215012.565251274,1174.795593355,PROPHET
Medicare,IL,2019-08,211910,207518.701902636,200782.428513953,214725.768150405,1174.795593355,PROPHET
Medicare,IL,2019-09,211399,207212.217672349,200571.502673477,214247.265799467,1174.795593355,PROPHET
Medicare,IL,2019-10,212497,206907.820056136,200056.67468511,213800.780540519,1174.795593355,PROPHET
Medicare,IL,2019-11,211412,206593.275852715,199707.188713215,213370.254661755,1174.795593355,PROPHET
Medicare,IL,2019-12,191332,206288.878236502,199844.099349949,213474.996087124,1174.795593355,PROPHET
Medicare,IL,2020-01,,205974.334033082,198963.64359029,212855.571185303,1174.795593355,PROPHET
Medicare,IL,2020-02,,205659.789829661,198600.196815838,212890.079108441,1174.795593355,PROPHET
Medicare,IN,2019-01,88000,87999.562618947,87944.947911807,88051.768302463,217.568163967,PROPHET
Medicare,IN,2019-02,88380,88375.852849554,88321.904003861,88433.740301625,217.568163967,PROPHET
Medicare,IN,2019-03,88702,88715.727897405,88655.482946476,88770.152314473,217.568163967,PROPHET
Medicare,IN,2019-04,89296,89286.848041497,89232.692603341,89343.805367636,217.568163967,PROPHET
Medicare,IN,2019-05,89470,89460.886217261,89407.794284347,89514.653264067,217.568163967,PROPHET
Medicare,IN,2019-06,89465,89474.116647854,89421.615658621,89532.286657158,217.568163967,PROPHET
Medicare,IN,2019-07,89568,89572.420376847,89519.627988973,89629.488455708,217.568163967,PROPHET
Medicare,IN,2019-08,89743,89743.288220924,89687.011261469,89794.334200138,217.568163967,PROPHET
Medicare,IN,2019-09,89841,89914.156064849,89859.907837131,89969.25809623,217.568163967,PROPHET
Medicare,IN,2019-10,90183,90056.684430359,90002.103953025,90112.649604638,217.568163967,PROPHET
Medicare,IN,2019-11,90188,90203.963741387,90145.548321486,90258.16805958,217.568163967,PROPHET
Medicare,IN,2019-12,90314,90346.492106898,90288.368434601,90397.700908381,217.568163967,PROPHET
Medicare,IN,2020-01,,90493.771417925,90409.874740154,90576.150083964,217.568163967,PROPHET
Medicare,IN,2020-02,,90641.050728953,90450.702069466,90864.05490437,217.568163967,PROPHET
Medicare,KS,2019-01,23871,23869.402350415,23852.729382891,23885.827155833,47.072317335,PROPHET
Medicare,KS,2019-02,23579,23584.131432516,23567.086384723,23599.446174433,47.072317335,PROPHET
Medicare,KS,2019-03,23626,23619.275967367,23602.169912037,23635.887356595,47.072317335,PROPHET
Medicare,KS,2019-04,23247,23250.419885765,23233.432996335,23266.610162001,47.072317335,PROPHET
Medicare,KS,2019-05,23147,23146.548004981,23130.14592354,23162.921420623,47.072317335,PROPHET
Medicare,KS,2019-06,23039,23039.213738025,23022.866359686,23055.879063667,47.072317335,PROPHET
Medicare,KS,2019-07,23152,23155.206589727,23138.181468977,23172.074960131,47.072317335,PROPHET
Medicare,KS,2019-08,23304,23297.690269613,23280.205774949,23314.709449281,47.072317335,PROPHET
Medicare,KS,2019-09,23343,23331.793432659,23315.082746196,23348.799728559,47.072317335,PROPHET
Medicare,KS,2019-10,23403,23408.26669128,23390.847352212,23425.531446992,47.072317335,PROPHET
Medicare,KS,2019-11,23453,23487.289058521,23470.732771999,23505.025590805,47.072317335,PROPHET
Medicare,KS,2019-12,23589,23563.762317142,23547.321052045,23580.444744426,47.072317335,PROPHET
Medicare,KS,2020-01,,23642.784684383,23580.390703546,23733.066518059,47.072317335,PROPHET
Medicare,KS,2020-02,,23721.807051624,23435.245035036,24068.354296897,47.072317335,PROPHET
Medicare,KY,2019-01,78701,78704.03761316,78664.483360902,78745.576602256,2644.136308682,PROPHET
Medicare,KY,2019-02,78747,78743.962620017,78701.489919271,78787.644718184,2644.136308682,PROPHET
Medicare,KY,2019-03,78594,78587.920623254,78545.060105393,78630.436140098,2644.136308682,PROPHET
Medicare,KY,2019-04,78352,78364.359411711,78322.505069721,78406.694176877,2644.136308682,PROPHET
Medicare,KY,2019-05,78436,78423.640546331,78381.141833555,78464.074711461,2644.136308682,PROPHET
Medicare,KY,2019-06,78310,78322.358381247,78280.546769808,78364.248952088,2644.136308682,PROPHET
