MONTHS,PROVIDERNAME,SPECIALITY,STATE,IP_INDICATOR,LOB,PRICEPM,MEMBER_COUNT
2019-12,Global Health Care For Adults LLC,Clinic/Center,FL,O,Commercial,214.32,3
2019-12,Global Medical Care Associates PLLC,Clinic/Center,NY,O,Commercial,350.69,1
2019-12,Goldome Healthcare Inc.,Clinic/Center,CA,O,Medicare,38.20,1
2019-12,Good Neighbor Community Health Center,Clinic/Center,NE,O,Commercial,765.44,2
2019-12,Good Neighbor Community Health Center,Clinic/Center,NE,O,Medicare,869.48,15
2019-12,Gopal K. Sinha MD Pa,Clinic/Center,NJ,O,Commercial,451.65,3
2019-12,Gopal K. Sinha MD Pa,Clinic/Center,NJ,O,Medicare,1044.21,2
2019-12,"Gopal N. Bhalala, M.D..LLC",Clinic/Center,IL,O,Commercial,161.74,2
2019-12,Governors Family Practice P.A,Clinic/Center,DE,O,Medicaid,218.75,2
2019-12,Governors Family Practice P.A,Clinic/Center,DE,O,Medicare,109.95,1
2019-12,Gpha Dental and Behavioral Health,Clinic/Center,PA,O,Medicare,80.34,1
2019-12,Grace Family Medicine Clinic,Clinic/Center,VA,O,Commercial,136.17,1
2019-12,Grace Family Medicine Plc.,Clinic/Center,VA,O,Medicare,247.40,1
2019-12,Grassroots Clinic,Clinic/Center,CO,O,Commercial,7.45,1
2019-12,Grayson County Health Clinic,Clinic/Center,TX,O,Medicare,183.32,2
2019-12,Great LKS Bay Health Centers Shiawassee,Clinic/Center,MI,O,Commercial,128.46,1
2019-12,Great LKS Bay Health Centers Shiawassee,Clinic/Center,MI,O,Medicare,141.27,1
2019-12,Great Lakes Bay Health Centers,Clinic/Center,MI,O,Commercial,64.23,2
2019-12,Great Lakes Bay Health Centers Tuscola County,Clinic/Center,MI,O,Medicare,23.62,1
2019-12,Great Lakes Bay-Migrant Mobile Medical,Clinic/Center,MI,O,Commercial,615.05,4
2019-12,Greater Greenville Family Health LLC,Clinic/Center,SC,O,Commercial,81.88,1
2019-12,Greater Lawrence Family Health Ctr-West,Clinic/Center,MA,O,Commercial,197.63,1
2019-12,Greater Texoma Health Clinic,Clinic/Center,TX,O,Medicare,623.50,1
2019-12,Greenville Medical Care Pa,Clinic/Center,SC,O,Commercial,276.96,1
2019-12,Growing Together Pediatrics LLC,Clinic/Center,FL,O,Commercial,824.87,3
2019-12,Gulf Family Practice II,Clinic/Center,WV,O,Medicare,85.87,1
2019-12,Gundersen Palmer Luth. Hosp. & Clin -Postville,Clinic/Center,IA,O,Medicare,1368.46,10
2019-12,Gundersen Palmer Luth. Hosp. & Clin-West Union,Clinic/Center,IA,O,Medicare,2133.58,21
2019-12,Gundersen Palmer Luth. Hosp. & Clinics-Fayette,Clinic/Center,IA,O,Medicare,401.17,4
2019-12,Gunnison Valley Family Physicians,Clinic/Center,CO,O,Commercial,180.50,2
2019-12,Gutierrez Medical Center,Clinic/Center,FL,O,Commercial,116.61,2
2019-12,Gwanak Internal Medicine,Clinic/Center,GA,O,Commercial,82.74,1
2019-12,Gwinnett Center Medical Associates PC,Clinic/Center,GA,O,Commercial,82.74,1
2019-12,Happy and Healthy Pediatrics PC,Clinic/Center,NY,O,Commercial,1187.01,7
2019-12,Harborcreek Health Center,Clinic/Center,PA,O,Commercial,0.00,1
2019-12,Harding Medical Center,Clinic/Center,TN,O,Commercial,236.22,2
2019-12,Harding Medical Center,Clinic/Center,TN,O,Medicare,252.32,3
2019-12,Harlem East Life Plan,Clinic/Center,NY,O,Commercial,1348.60,3
2019-12,Harlem East Life Plan,Clinic/Center,NY,O,Medicare,30204.87,38
2019-12,Harmony Park Family Medicine PLLC,Clinic/Center,AR,O,Commercial,467.16,2
2019-12,Harrisonburg Family Practice Associates PC,Clinic/Center,VA,O,Commercial,6912.18,22
2019-12,Harrisonburg Family Practice Associates PC,Clinic/Center,VA,O,Medicare,1211.42,3
2019-12,"Harry Collins, MD LLC",Clinic/Center,NJ,O,Commercial,333.94,2
2019-12,Haskell Towne Medical,Clinic/Center,NJ,O,Commercial,491.40,6
2019-12,Hazel Crest Community Health Center,Clinic/Center,IL,O,Medicare,852.12,8
2019-12,Hazel Crest Womens Health Center,Clinic/Center,IL,O,Medicare,399.82,4
2019-12,Health Center at Academy-South,Clinic/Center,CO,O,Medicare,0.00,1
2019-12,Health E Care,Clinic/Center,TX,O,Commercial,170.38,1
2019-12,Health First Medical Associates LLC,Clinic/Center,NJ,O,Commercial,1322.54,8
2019-12,Health Services of North Texas Inc.,Clinic/Center,TX,O,Commercial,367.38,3
2019-12,Health Services of North Texas Inc.,Clinic/Center,TX,O,Medicare,1155.66,9
2019-12,Health Trust Physicians Clinic,Clinic/Center,IA,O,Medicare,4115.58,52
2019-12,Health Works,Clinic/Center,WY,O,Commercial,108.63,1
2019-12,Health Works,Clinic/Center,WY,O,Medicare,65.42,1
2019-12,Healthcare Stat. LLC,Clinic/Center,OK,O,Commercial,516.10,3
2019-12,Healthnet Southwest Health-Dental Center,Clinic/Center,IN,O,Medicare,102.50,1
2019-12,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Commercial,0.00,2
2019-12,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Medicaid,1258.73,10
2019-12,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Medicare,1699.23,15
2019-12,Healthpoint-Caldwell,Clinic/Center,TX,O,Commercial,531.10,5
2019-12,Healthpoint-Caldwell,Clinic/Center,TX,O,Medicaid,164.32,1
2019-12,Healthpoint-Caldwell,Clinic/Center,TX,O,Medicare,7088.82,30
2019-12,Healthpoint-Hearne,Clinic/Center,TX,O,Commercial,549.33,5
2019-12,Healthpoint-Hearne,Clinic/Center,TX,O,Medicaid,146.68,1
2019-12,Healthpoint-Hearne,Clinic/Center,TX,O,Medicare,3973.64,21
2019-12,Healthpoint-Somerville,Clinic/Center,TX,O,Commercial,81.31,1
2019-12,Healthpoint-Somerville,Clinic/Center,TX,O,Medicare,213.25,2
2019-12,Healthright 360,Clinic/Center,CA,O,Medicare,87.83,1
2019-12,Healthworks For Northern VA-Leesburg,Clinic/Center,VA,O,Medicare,317.16,3
2019-12,Healthy Life Family Medicine Plc.,Clinic/Center,AZ,O,Commercial,105.74,1
2019-12,Heartland Alliance,Clinic/Center,IL,O,Commercial,282.88,3
2019-12,Heartland Alliance,Clinic/Center,IL,O,Medicare,2736.37,25
2019-12,Heartland Health Center Wilson,Clinic/Center,IL,O,Commercial,2297.16,17
2019-12,Heartland Health Center Wilson,Clinic/Center,IL,O,Medicare,721.08,10
2019-12,Heartland Health Center-Albany Park,Clinic/Center,IL,O,Commercial,334.22,3
2019-12,Heartland Health Center-Albany Park,Clinic/Center,IL,O,Medicare,302.00,4
2019-12,Heartland Health Center-Lincoln Square,Clinic/Center,IL,O,Commercial,228.53,1
2019-12,Heartland Health Center-Lincoln Square,Clinic/Center,IL,O,Medicare,371.05,6
2019-12,Heath Springs Medical Center,Clinic/Center,SC,O,Commercial,323.29,2
2019-12,Helena Family Health Center,Clinic/Center,AR,O,Commercial,170.96,2
2019-12,Henderson Family Practice Inc.,Clinic/Center,GA,O,Commercial,295.77,1
2019-12,Henrietta Johnson Medical Ctr-Eastside,Clinic/Center,DE,O,Medicaid,0.00,1
2019-12,Henrietta Johnson Medical Ctr-Eastside,Clinic/Center,DE,O,Medicare,0.00,6
2019-12,Henry J. Austin Health Center,Clinic/Center,NJ,O,Medicare,115.67,1
2019-12,"Henry Kaw, MD Inc.",Clinic/Center,CA,O,Commercial,134.75,1
2019-12,Hillside Health Center,Clinic/Center,CA,O,Commercial,1390.68,7
2019-12,Hillside Health Center,Clinic/Center,CA,O,Medicare,11704.52,136
2019-12,Hilltop Community Health Center,Clinic/Center,PA,O,Medicare,1403.14,1
2019-12,Hipp Medical Services Inc. PC,Clinic/Center,NV,O,Commercial,98.00,1
2019-12,Hispanic American Pediatric Associates,Clinic/Center,VA,O,Medicare,1716.16,2
2019-12,Hoag Clinic,Clinic/Center,CA,O,Commercial,212.24,1
2019-12,Holbrook Internal Medicine PC,Clinic/Center,NY,O,Commercial,235.74,1
2019-12,Homestead Family Health Center,Clinic/Center,WI,O,Commercial,189.49,1
2019-12,Hometown Pediatrics of Joplin,Clinic/Center,MO,O,Commercial,849.29,4
2019-12,Hope Health Kingstree,Clinic/Center,SC,O,Commercial,241.42,2
2019-12,Hope Health Kingstree,Clinic/Center,SC,O,Medicare,206.58,2
2019-12,Hope Primary & Urgent Care PLLC,Clinic/Center,KY,O,Medicare,487.41,2
2019-12,Hopehealth Medical Plaza,Clinic/Center,SC,O,Commercial,645.34,8
2019-12,Hopehealth Medical Plaza,Clinic/Center,SC,O,Medicare,3803.01,16
2019-12,Hopewell Health Centers Inc.,Clinic/Center,OH,O,Commercial,0.00,1
2019-12,Hopmd,Clinic/Center,PA,O,Commercial,142.22,1
2019-12,Horizon Health and Wellness Inc.,Clinic/Center,AZ,O,Medicare,0.00,24
2019-12,Houston Pediatric Center P.A,Clinic/Center,TX,O,Commercial,367.70,1
2019-12,Howard County Community Health Ctr,Clinic/Center,TX,O,Commercial,113.95,1
2019-12,Howard County Community Health Ctr,Clinic/Center,TX,O,Medicaid,24.74,1
2019-12,Howard County Community Health Ctr,Clinic/Center,TX,O,Medicare,1664.22,10
2019-12,Hudson River Healthcare-Peekskill,Clinic/Center,NY,O,Commercial,8614.41,27
2019-12,Hudson River Healthcare-Peekskill,Clinic/Center,NY,O,Medicare,45067.58,408
2019-12,Huff Chiropractic PC,Clinic/Center,IA,O,Medicare,57.49,1
2019-12,"Hung The Nguyen, Mdpa",Clinic/Center,TX,O,Commercial,255.29,1
2019-12,Huntington Healthcare,Clinic/Center,CA,O,Commercial,234.49,1
2019-12,Huntsville Hospital Madison Internal Medicine,Clinic/Center,AL,O,Commercial,1602.78,14
2019-12,Huntsville Pediatric & Adult Medicine Assoc.,Clinic/Center,TX,O,Commercial,258.25,2
2019-12,I and O Medical Center-Peninsula South,Clinic/Center,VA,O,Commercial,2609.16,9
2019-12,I and O Medical Center-Peninsula South,Clinic/Center,VA,O,Medicare,878.89,4
2019-12,Im & GP.,Clinic/Center,NJ,O,Commercial,2674.79,15
2019-12,Im & GP.,Clinic/Center,NJ,O,Medicare,5147.01,21
2019-12,Imboden Rural Health Clinic,Clinic/Center,AR,O,Commercial,87.25,1
2019-12,Impact Care Access Network Inc.,Clinic/Center,CA,O,Commercial,101.30,1
2019-12,Infant Welfare Society of Chicago,Clinic/Center,IL,O,Commercial,1025.82,9
2019-12,Infant Welfare Society of Chicago,Clinic/Center,IL,O,Medicare,2396.24,23
2019-12,Infinite Medical Express LLC,Clinic/Center,MD,O,Commercial,232.33,2
2019-12,Inglewood Medical-Mental Health SRVCS,Clinic/Center,CA,O,Medicare,511.13,4
2019-12,Integrated Family Medical Center,Clinic/Center,FL,O,Commercial,295.56,1
2019-12,Integrated Health Clinic,Clinic/Center,MI,O,Commercial,96.18,2
2019-12,Integrated Medical Care,Clinic/Center,MD,O,Commercial,602.80,3
2019-12,Integrative Family Health Np PLLC,Nurse Practitioner,NY,O,Commercial,335.04,1
2019-12,Interfaith Community Dental Clinic,Clinic/Center,TX,O,Commercial,188.60,2
2019-12,Interfaith Community Dental Clinic,Clinic/Center,TX,O,Medicaid,308.17,4
2019-12,Interfaith Community Dental Clinic,Clinic/Center,TX,O,Medicare,18877.36,148
2019-12,Internal Medicine Clinic,Clinic/Center,NV,O,Commercial,123.59,1
2019-12,Internal Medicine Department,Clinic/Center,NJ,O,Commercial,4397.33,23
2019-12,Internal Medicine Department,Clinic/Center,NJ,O,Medicare,785.37,3
2019-12,Internal Medicine Health Group LLC,Clinic/Center,FL,O,Commercial,292.97,3
2019-12,Internal Medicine of The Valley Plc.,Clinic/Center,AZ,O,Commercial,300.64,1
2019-12,Internists Associates,Clinic/Center,MA,O,Commercial,184.89,1
2019-12,Intl. District Community Health Center,Clinic/Center,WA,O,Commercial,489.61,3
2019-12,Intl. District Community Health Center,Clinic/Center,WA,O,Medicare,0.00,1
2019-12,Inverness Family Practice,Clinic/Center,FL,O,Commercial,108.49,1
2019-12,Irma F De Leon MD PC,Clinic/Center,AL,O,Commercial,106.50,1
2019-12,Irvin Medical Clinic,Clinic/Center,OK,O,Commercial,82.99,1
2019-12,Ivancic Pediatric Clinic Pa,Clinic/Center,MS,O,Commercial,1503.19,9
2019-12,Ivancic Pediatric Clinic Pa,Clinic/Center,MS,O,Medicare,559.88,1
2019-12,Ivy Park Family Practice,Clinic/Center,SC,O,Commercial,110.71,1
2019-12,Jacklin Poladian MD Inc.,Clinic/Center,CA,O,Commercial,231.29,1
2019-12,Jackson Health and Wellness Clinic LLC,Clinic/Center,KY,O,Commercial,217.30,2
2019-12,Jackson Primary Care LLC,Clinic/Center,MO,O,Commercial,175.56,3
2019-12,Jackson Primary Care LLC,Clinic/Center,MO,O,Medicare,64.89,1
2019-12,Jackson-Hinds Comprehensive Health Ctr,Clinic/Center,MS,O,Commercial,939.41,9
2019-12,Jackson-Hinds Comprehensive Health Ctr,Clinic/Center,MS,O,Medicare,89.88,3
2019-12,Jackson-Hinds Comprehensive Health-Utica,Clinic/Center,MS,O,Commercial,72.59,1
2019-12,Jaydeep Patel MD Pa,Clinic/Center,FL,O,Commercial,69.67,1
2019-12,Jeffrey D Hurwitz MD LLC,Clinic/Center,MD,O,Commercial,250.81,1
2019-12,Jensen Family Medicine,Clinic/Center,AZ,O,Commercial,147.65,2
2019-12,John Ditraglia Health Center,Clinic/Center,OH,O,Commercial,38.73,1
2019-12,"John G. Scaramella, M.D., Sc",Clinic/Center,IL,O,Commercial,54.24,1
2019-12,"John G. Scaramella, M.D., Sc",Clinic/Center,IL,O,Medicare,713.86,1
2019-12,John H. Mitchell MD Inc.,Clinic/Center,CA,O,Commercial,79.82,1
2019-12,Johnston City Community Health Center,Clinic/Center,IL,O,Medicare,90.76,1
2019-12,Jonesboro Pediatric Clinic,Clinic/Center,AR,O,Commercial,147.45,1
2019-12,Joseph P Addabbo Family Health-Sutphin,Clinic/Center,NY,O,Commercial,470.34,1
2019-12,Joseph R. Raccuglia MD,Clinic/Center,NJ,O,Commercial,1733.63,10
2019-12,Joseph R. Raccuglia MD,Clinic/Center,NJ,O,Medicare,607.96,2
2019-12,Joseph T Schwartz Do,Clinic/Center,NJ,O,Commercial,1420.96,9
2019-12,Julia Barriga MD Pa,Clinic/Center,FL,O,Medicare,1782.36,8
2019-12,"Jun Xu, MD Inc.",Clinic/Center,CA,O,Medicare,192.19,1
2019-12,Jupiter Gardens Medical Center-Pain Mgmt.,Clinic/Center,FL,O,Commercial,214.90,2
2019-12,Jurupa Valley Community Health Center,Clinic/Center,CA,O,Commercial,269.63,4
2019-12,Jurupa Valley Community Health Center,Clinic/Center,CA,O,Medicare,3518.47,56
2019-12,Justina M. Breseno MD Inc.,Clinic/Center,CA,O,Commercial,180.61,1
2019-12,K McDaniel Inc.,Nurse Practitioner,MS,O,Commercial,203.26,1
2019-12,Kalihi-Palama Health Center,Clinic/Center,HI,O,Commercial,169.21,1
2019-12,Kamran Kalpari MD A Medical Corp.,Clinic/Center,CA,O,Commercial,104.88,1
2019-12,Kap J. No MD Sc,Clinic/Center,IL,O,Commercial,223.78,1
2019-12,Kap J. No MD Sc,Clinic/Center,IL,O,Medicare,993.96,2
2019-12,Karas Urgent Care,Clinic/Center,AR,O,Commercial,1262.20,7
2019-12,"Karen A. Watts, N.P., Plc.",Clinic/Center,AZ,O,Commercial,164.14,1
2019-12,Karim Moshref MD PC,Clinic/Center,IN,O,Commercial,1149.81,6
2019-12,Karim Moshref MD PC,Clinic/Center,IN,O,Medicare,1541.45,9
2019-12,Kelly Goodman Np & Associates PC,Nurse Practitioner,MD,O,Commercial,85.24,1
2019-12,Ken. Hashimoto MD Inc.,Clinic/Center,CA,O,Commercial,102.49,1
2019-12,Kennedy Family Health Services -Somerdale Square,Clinic/Center,NJ,O,Commercial,970.65,3
2019-12,Kennedy Family Health Services -Somerdale Square,Clinic/Center,NJ,O,Medicare,201.82,1
2019-12,Kennesaw Pediatrics PC,Clinic/Center,GA,O,Commercial,829.01,6
2019-12,Keystone Behavioral Health,Clinic/Center,PA,O,Medicare,0.00,2
2019-12,Keystone Dental Care,Clinic/Center,PA,O,Medicare,0.00,1
2019-12,Keystone Family Clinic,Clinic/Center,AR,O,Commercial,343.95,3
2019-12,Kidspiration Pediatric Therapy Services Inc.,Clinic/Center,AR,O,Medicare,0.00,1
2019-12,Kirill Zhadovich MD Sc,Clinic/Center,IL,O,Medicare,90.70,1
2019-12,Korean Health Educ. Info. and Research,Clinic/Center,CA,O,Commercial,418.44,1
2019-12,Kwak Family Medicine PC,Clinic/Center,NJ,O,Commercial,138.41,1
2019-12,LCT Medical,Clinic/Center,NJ,O,Commercial,683.14,3
2019-12,LCT Medical,Clinic/Center,NJ,O,Medicare,3289.66,10
2019-12,LSCC at Texas A and M. Health Center,Clinic/Center,TX,O,Medicaid,1210.39,7
2019-12,LSCC at Texas A and M. Health Center,Clinic/Center,TX,O,Medicare,19068.14,136
2019-12,La Clinica De Familia San Miguel,Clinic/Center,NM,O,Medicaid,,1
2019-12,La Clinica De Familia San Miguel,Clinic/Center,NM,O,Medicare,109.97,11
2019-12,"La Clinquita, Inc.",Clinic/Center,CA,O,Commercial,77.77,1
2019-12,La Crosse County Health Department,Clinic/Center,WI,O,Medicare,39.48,1
2019-12,La Esperanza Clinic-Family Practice,Clinic/Center,TX,O,Commercial,1914.69,12
2019-12,La Esperanza Clinic-Family Practice,Clinic/Center,TX,O,Medicare,93.10,1
2019-12,La Familia Healthcare For The Homeless,Clinic/Center,NM,O,Medicare,,3
2019-12,La Fuente Primary Home Care,Clinic/Center,TX,O,Commercial,0.00,2
2019-12,La Fuente Primary Home Care,Clinic/Center,TX,O,Medicare,0.00,12
2019-12,La O Medical Wellness Center,Clinic/Center,FL,O,Commercial,2361.34,2
2019-12,La Red Health Center-Seaford,Clinic/Center,DE,O,Medicaid,46.31,5
2019-12,La Red Health Center-Seaford,Clinic/Center,DE,O,Medicare,,4
2019-12,Lake Country Family Medicine Pa,Clinic/Center,TX,O,Commercial,275.26,1
2019-12,Lake Lewisville Pediatrics LLP,Clinic/Center,TX,O,Commercial,16.84,1
2019-12,Lake Pointe Medical Center,Clinic/Center,OK,O,Commercial,341.90,1
2019-12,Lakeville Family Medicine PC,Clinic/Center,MA,O,Commercial,97.50,1
2019-12,Lana Bucchino LLC,Clinic/Center,IN,O,Commercial,564.48,5
2019-12,Lancaster Pediatric Associates Ltd.,Clinic/Center,PA,O,Commercial,509.25,3
2019-12,Lapeer Pediatrics,Clinic/Center,MI,O,Commercial,1058.54,5
2019-12,Laurel Internal Medicine Clinic,Clinic/Center,CA,O,Medicare,5681.35,69
2019-12,Laurel Pediatric Clinic,Clinic/Center,CA,O,Medicare,11130.80,122
2019-12,Leaf Medical PLLC,Clinic/Center,NY,O,Commercial,3645.65,14
2019-12,Lecroy Family Medicine Pa,Clinic/Center,TX,O,Commercial,460.14,3
2019-12,Leonard Schindel MD PC,Clinic/Center,NJ,O,Commercial,240.02,3
2019-12,Life Tree Health,Clinic/Center,DC,O,Medicare,242.36,1
2019-12,Lincoln Medical Center PC,Clinic/Center,IL,O,Commercial,168.08,1
2019-12,Lincoln Medical Center PC,Clinic/Center,IL,O,Medicare,0.00,1
2019-12,Lincoln Medical Practice,Clinic/Center,CA,O,Commercial,69.13,1
2019-12,Linda Vista Health Care Center,Clinic/Center,CA,O,Commercial,4582.30,11
2019-12,Linda Vista Health Care Center,Clinic/Center,CA,O,Medicare,7219.86,13
2019-12,Little Rivers Health Care-Bradford,Clinic/Center,VT,O,Commercial,152.54,1
2019-12,Live Oak Pediatrics Pa,Clinic/Center,TX,O,Commercial,72.68,1
2019-12,Live Well Family Med Center of Naples,Clinic/Center,CA,O,Commercial,181.06,2
2019-12,Logan Mingo Area Mental Health-Logan,Clinic/Center,WV,O,Medicare,19.66,2
2019-12,Lone Star Kids Care,Clinic/Center,TX,O,Commercial,256.76,3
2019-12,Low Country Health Care-Blackville,Clinic/Center,SC,O,Commercial,,4
2019-12,Low Country Health Care-Blackville,Clinic/Center,SC,O,Medicare,1106.64,2
2019-12,Lowcountry Urgent Care,Nurse Practitioner,SC,O,Medicare,332.42,1
2019-12,Lowell Community Health Center,Clinic/Center,MA,O,Commercial,135.48,2
2019-12,Lucio S Villa Real MD,Clinic/Center,MD,O,Medicare,86.31,1
2019-12,"Luiza Guseynov, Physician PLLC",Clinic/Center,NY,O,Commercial,84.87,1
2019-12,Lynnfield Pediatrics LLC,Clinic/Center,MA,O,Commercial,182.68,2
2019-12,M. Health Fairview Clinic Rosemount,Clinic/Center,MN,O,Commercial,193.32,1
2019-12,"M. T Curry, Inc.",Clinic/Center,VA,O,Commercial,1799.54,7
2019-12,"M. T Curry, Inc.",Clinic/Center,VA,O,Medicare,5028.11,20
2019-12,MD Medical and Wellness Center,Clinic/Center,MD,O,Commercial,237.16,2
2019-12,MD-First Health Care LLC,Clinic/Center,SC,O,Commercial,114.96,1
2019-12,MHC Healthcare-Santa Catalina Hlth. Ctr,Clinic/Center,AZ,O,Medicare,0.00,3
2019-12,MMC Medical Park at 1575 Blondell,Clinic/Center,NY,O,Commercial,121.25,1
2019-12,MMCN Family Medical Center,Clinic/Center,AL,O,Commercial,142.10,1
2019-12,MPV NJ MD Services PC,Clinic/Center,NJ,O,Commercial,1462.32,13
2019-12,MRH Medical Group Nettleton,Clinic/Center,MS,O,Commercial,270.71,1
2019-12,Macon County Health Department,Clinic/Center,IL,O,Commercial,641.04,6
2019-12,Macon County Health Department,Clinic/Center,IL,O,Medicare,823.58,17
2019-12,Madison Ave. Physician Practice,Clinic/Center,NY,O,Medicare,196.32,1
2019-12,Madison Family Medicine PC,Clinic/Center,VA,O,Commercial,221.42,1
2019-12,"Maged Basilios, MD Inc.",Clinic/Center,CA,O,Medicare,402.60,1
2019-12,Magic City Wellness Center,Clinic/Center,AL,O,Commercial,81.69,1
2019-12,Magnolia Clinic,Clinic/Center,SC,O,Commercial,117.14,1
2019-12,Magnolia Community Health Center,Clinic/Center,CA,O,Medicare,1736.79,34
2019-12,Magnolia Family Medicine,Clinic/Center,TX,O,Commercial,382.85,3
2019-12,Main Street Family Healthcare Np Clinic,Clinic/Center,OK,O,Commercial,154.88,1
2019-12,Manassas Primary Care LLC,Clinic/Center,VA,O,Commercial,132.74,1
2019-12,Mansfiled Urgent Care and Family Medicine,Clinic/Center,TX,O,Commercial,672.06,3
2019-12,Manuka Health Clinic LLC,Clinic/Center,AK,O,Commercial,452.46,1
2019-12,Maria Remedios R. Gopez MD,Clinic/Center,CA,O,Commercial,125.58,1
2019-12,Mark P Goodman MD Inc.,Clinic/Center,CA,O,Commercial,617.26,1
2019-12,Marshall Wellness Center,Clinic/Center,AR,O,Commercial,920.12,8
2019-12,Marshall Wellness Center,Clinic/Center,AR,O,Medicare,0.00,3
2019-12,Martin Luther King Heritage Health Ctr,Clinic/Center,WI,O,Medicare,149.18,1
2019-12,Martin Luther King Jr Family Clinic,Clinic/Center,TX,O,Commercial,2575.12,4
2019-12,Martin Luther King Jr Family Clinic,Clinic/Center,TX,O,Medicare,6021.63,28
2019-12,Martin M. Feuer MD,Clinic/Center,NY,O,Commercial,246.27,1
2019-12,Martinez Health Center,Clinic/Center,CA,O,Commercial,409.76,1
2019-12,Mathiesen Memorial Health Clinic,Clinic/Center,CA,O,Medicare,1310.20,9
2019-12,Mauston Dental Center,Clinic/Center,WI,O,Commercial,,1
2019-12,Maxa Internal Medicine Associates PC,Clinic/Center,GA,O,Commercial,671.06,3
2019-12,Mays Medical Wellness LLC,Clinic/Center,MS,O,Commercial,177.97,1
2019-12,McAfee Medical Clinic,Clinic/Center,AR,O,Commercial,546.41,3
2019-12,McGregor Community Clinic,Clinic/Center,TX,O,Medicaid,0.00,3
2019-12,McGregor Community Clinic,Clinic/Center,TX,O,Medicare,1017.20,11
2019-12,Mch Primary Care Cardinal Center,Clinic/Center,OH,O,Commercial,329.21,6
2019-12,Mckinleyville Community Health Center,Clinic/Center,CA,O,Commercial,400.36,4
2019-12,Mckinleyville Community Health Center,Clinic/Center,CA,O,Medicare,4146.97,63
2019-12,Meadowlands Medical Center,Clinic/Center,FL,O,Commercial,168.02,1
2019-12,Medcentral Corp. D/B/A,Clinic/Center,FL,O,Commercial,105.80,1
2019-12,Medical Associates of Chatam Ltd.,Clinic/Center,IL,O,Commercial,123.96,1
2019-12,Medical Associates of Pilot Point,Nurse Practitioner,TX,O,Commercial,944.70,2
2019-12,Medical Center LLP,Clinic/Center,GA,O,Commercial,452.73,4
2019-12,Mejia Pediatrics LLC,Clinic/Center,NJ,O,Medicare,3027.08,7
2019-12,"Melissa C. Wong, MD, Inc.",Clinic/Center,CA,O,Commercial,1154.93,3
2019-12,Memphis Health Center,Clinic/Center,TN,O,Commercial,111.69,1
2019-12,Mendocino Coast Clinics-Cypress Ave.,Clinic/Center,CA,O,Medicare,2478.70,32
2019-12,Mens Medical,Clinic/Center,AZ,O,Commercial,110.24,1
2019-12,Mental Health Coop Inc.,Clinic/Center,TN,I,Medicare,39447.65,6
2019-12,Mental Health Coop Inc.,Clinic/Center,TN,O,Commercial,80.61,2
2019-12,Mental Health Coop Inc.,Clinic/Center,TN,O,Medicare,1067.04,392
2019-12,Mercer County Health Department,Clinic/Center,WV,O,Commercial,411.89,2
2019-12,Mercy East Urgent Care,Clinic/Center,IA,O,Medicare,4288.14,41
2019-12,Mercy East Village Urgent Care,Clinic/Center,IA,O,Medicare,3111.48,27
2019-12,Mercy Family Medicine of Tipton,Clinic/Center,IA,O,Medicare,702.99,10
2019-12,Mercy Family Medicine of West Branch,Clinic/Center,IA,O,Medicare,369.05,7
2019-12,Mercy Indianola Family Medicine & Urgent Care,Clinic/Center,IA,O,Medicare,3075.71,31
2019-12,Mercy Internal Medicine PLLC,Clinic/Center,MI,O,Commercial,1243.41,9
2019-12,Mercy Medical Center Merced,Clinic/Center,CA,O,Commercial,722.77,1
2019-12,Mercy Services Iowa City Inc.,Clinic/Center,IA,O,Medicare,593.18,6
2019-12,Mercy South Medical Clinic,Clinic/Center,IA,O,Medicare,5015.42,47
2019-12,Mercyone Beaverdale Family Medicine Clinic,Clinic/Center,IA,O,Medicare,1127.06,9
2019-12,Mercyone Johnston Pediatrics Care Clinic,Clinic/Center,IA,O,Medicare,1345.03,10
2019-12,Meskwaki Health Clinic,Clinic/Center,IA,O,Medicare,707.08,4
2019-12,Metro Family Practice Sc,Clinic/Center,IL,O,Commercial,81.23,1
2019-12,Metro Xtracare PC,Clinic/Center,MD,O,Medicare,196.35,2
2019-12,Michael Tran. MD,Clinic/Center,TX,O,Commercial,241.91,1
2019-12,Mid Jersey Medical Associates Pa,Clinic/Center,NJ,O,Commercial,104.44,1
2019-12,Mid Kansas Eyecare Inc.,Clinic/Center,KS,O,Medicare,236.65,2
2019-12,Middlebrook Pediatrics LLC,Clinic/Center,MD,O,Medicare,1478.04,3
2019-12,Midtown Medical,Clinic/Center,MS,O,Commercial,604.23,4
2019-12,Mile Square Health Center at Univ. of Il,Clinic/Center,IL,O,Commercial,7386.07,41
2019-12,Mile Square Health Center at Univ. of Il,Clinic/Center,IL,O,Medicare,1936.89,26
2019-12,Mile Square Hlth. Ctr-Near West Fmly. Ctr,Clinic/Center,IL,O,Medicare,140.91,1
2019-12,Miles Family Medicine LLC,Clinic/Center,GA,O,Commercial,117.82,1
2019-12,Milestones Medical PC,Clinic/Center,NY,O,Commercial,60.50,1
2019-12,Milestones Pediatrics of New York PC,Clinic/Center,NY,O,Commercial,604.66,3
2019-12,Milton Medical Group LLC,Clinic/Center,GA,O,Commercial,743.36,4
