PAYERGROUPCODE,STATECODE,MONTHUID,PMPM,PMPM_FORECAST,PMPM_FORECAST_LOWER,PMPM_FORECAST_UPPER,PMPM_FORECAST_MAE,MODEL
Medicare,ID,2019-09,309.13245283,461.641454777,-9.559236413,890.776828197,336.738870827,PROPHET
Medicare,ID,2019-10,307.454144737,420.75480354,-56.031846148,873.157462198,336.738870827,PROPHET
Medicare,ID,2019-11,107.979121622,378.505263928,-85.477666378,847.755768552,336.738870827,PROPHET
Medicare,ID,2019-12,276.657226277,337.61861269,-103.153016053,797.756756853,336.738870827,PROPHET
Medicare,ID,2020-01,,295.369073078,-204.744408421,724.000742861,336.738870827,PROPHET
Medicare,ID,2020-02,,253.119533466,-208.118373138,718.450879462,336.738870827,PROPHET
Medicare,IL,2019-01,488.352961151,505.014814389,476.004850583,533.942529303,44.278396463,PROPHET
Medicare,IL,2019-02,480.464606062,501.94481838,470.801941967,531.845080202,44.278396463,PROPHET
Medicare,IL,2019-03,519.321519848,499.171918753,470.160742218,527.886137896,44.278396463,PROPHET
Medicare,IL,2019-04,507.142910612,496.101922756,467.864831822,526.965003283,44.278396463,PROPHET
Medicare,IL,2019-05,512.493315036,493.130958843,465.142549916,524.663520222,44.278396463,PROPHET
Medicare,IL,2019-06,462.900727288,490.059845895,462.47411349,519.240917273,44.278396463,PROPHET
Medicare,IL,2019-07,503.1999285,487.087801123,459.788284709,515.447832675,44.278396463,PROPHET
Medicare,IL,2019-08,499.945503704,484.016688184,454.925800926,514.825571007,44.278396463,PROPHET
Medicare,IL,2019-09,486.163133364,480.945575255,452.815163521,511.726579707,44.278396463,PROPHET
Medicare,IL,2019-10,500.391522186,477.973530487,449.039902943,506.60357874,44.278396463,PROPHET
Medicare,IL,2019-11,422.576045683,474.90241756,446.021677546,504.388451675,44.278396463,PROPHET
Medicare,IL,2019-12,479.51202146,471.930372792,442.458890738,499.002512646,44.278396463,PROPHET
Medicare,IL,2020-01,,468.859259865,438.604478893,498.933599172,44.278396463,PROPHET
Medicare,IL,2020-02,,465.788146938,438.429299001,494.926806648,44.278396463,PROPHET
Medicare,IN,2019-01,512.439957159,502.789981229,477.846983641,527.002059761,39.116653514,PROPHET
Medicare,IN,2019-02,486.417003168,499.918316309,475.839820489,524.520892742,39.116653514,PROPHET
Medicare,IN,2019-03,497.007834773,497.324554448,475.136834989,521.227428184,39.116653514,PROPHET
Medicare,IN,2019-04,496.468599153,494.452889533,471.908963833,518.049214408,39.116653514,PROPHET
Medicare,IN,2019-05,490.54518129,491.673858973,469.280230864,515.280950975,39.116653514,PROPHET
Medicare,IN,2019-06,459.849313475,488.802194057,465.892936032,513.950282684,39.116653514,PROPHET
Medicare,IN,2019-07,494.201432655,486.0231635,461.748924418,510.791295033,39.116653514,PROPHET
Medicare,IN,2019-08,512.510299076,483.151498581,458.593845179,506.510769955,39.116653514,PROPHET
Medicare,IN,2019-09,477.593828542,480.277723039,456.062160707,503.453863115,39.116653514,PROPHET
Medicare,IN,2019-10,512.850161339,477.496649903,453.692010872,501.264585495,39.116653514,PROPHET
Medicare,IN,2019-11,448.089529982,474.62287433,448.488117491,498.445893377,39.116653514,PROPHET
Medicare,IN,2019-12,460.517922249,471.841801194,447.587736053,496.388901118,39.116653514,PROPHET
Medicare,IN,2020-01,,468.96802562,444.97109853,492.70594033,39.116653514,PROPHET
Medicare,IN,2020-02,,466.094250047,444.304969343,491.423508631,39.116653514,PROPHET
Medicare,KS,2019-01,476.861327552,486.856596822,446.677663891,528.725881466,27.756655644,PROPHET
Medicare,KS,2019-02,442.625654184,476.324096933,437.042421194,514.940916012,27.756655644,PROPHET
Medicare,KS,2019-03,534.308459324,466.810871241,429.327593108,508.188724106,27.756655644,PROPHET
Medicare,KS,2019-04,491.20445907,456.278371368,416.53690937,493.882782858,27.756655644,PROPHET
Medicare,KS,2019-05,445.361023027,446.085629541,410.074193474,483.954050018,27.756655644,PROPHET
Medicare,KS,2019-06,385.642625114,435.55312966,395.567029197,473.4871338,27.756655644,PROPHET
Medicare,KS,2019-07,414.903084399,425.360633397,389.606335271,470.270599768,27.756655644,PROPHET
Medicare,KS,2019-08,388.982637315,414.828387273,379.075394073,454.07679646,27.756655644,PROPHET
Medicare,KS,2019-09,394.145538277,404.296141155,368.333340572,444.66654909,27.756655644,PROPHET
Medicare,KS,2019-10,405.139918814,394.10364493,354.587191061,434.383975295,27.756655644,PROPHET
Medicare,KS,2019-11,408.909790645,383.57139883,346.55679922,421.922095169,27.756655644,PROPHET
Medicare,KS,2019-12,375.689741405,373.378902605,333.075144235,410.951237672,27.756655644,PROPHET
Medicare,KS,2020-01,,362.846656505,325.362209787,400.605924844,27.756655644,PROPHET
Medicare,KS,2020-02,,352.314410406,313.428935165,391.696242066,27.756655644,PROPHET
Medicare,KY,2019-01,627.322433387,624.443629166,598.555298535,649.759524667,11.711494463,PROPHET
Medicare,KY,2019-02,597.022782328,613.882658709,585.731417321,638.740073866,11.711494463,PROPHET
Medicare,KY,2019-03,621.125097081,604.343717587,576.212589395,632.588023063,11.711494463,PROPHET
Medicare,KY,2019-04,609.880018251,593.782747009,566.427585101,620.239566238,11.711494463,PROPHET
Medicare,KY,2019-05,588.771173951,583.562452983,557.995353802,610.243274391,11.711494463,PROPHET
Medicare,KY,2019-06,524.407964117,573.001482533,545.046153954,598.812081971,11.711494463,PROPHET
Medicare,KY,2019-07,565.504953721,562.781188527,535.574927214,588.962344434,11.711494463,PROPHET
Medicare,KY,2019-08,580.419176099,552.220218117,526.880477446,578.047042746,11.711494463,PROPHET
Medicare,KY,2019-09,522.09350989,541.659247786,514.906047301,568.756281363,11.711494463,PROPHET
Medicare,KY,2019-10,555.648462034,531.438953947,502.471006701,556.754129041,11.711494463,PROPHET
Medicare,KY,2019-11,505.124167907,520.877983647,494.443573582,549.284305982,11.711494463,PROPHET
Medicare,KY,2019-12,514.755143472,510.657689808,484.090173354,537.423992896,11.711494463,PROPHET
Medicare,KY,2020-01,,500.096719508,471.925802475,524.94338525,11.711494463,PROPHET
Medicare,KY,2020-02,,489.535749208,462.765416065,517.331693901,11.711494463,PROPHET
Medicare,LA,2019-01,409.75486726,404.473005676,381.98846789,427.762402903,17.266036044,PROPHET
Medicare,LA,2019-02,407.137542142,401.880786169,378.467979331,423.598291072,17.266036044,PROPHET
Medicare,LA,2019-03,410.174730689,399.539426255,376.72164106,421.774991343,17.266036044,PROPHET
Medicare,LA,2019-04,391.339080528,396.947206912,375.504221359,419.186592565,17.266036044,PROPHET
Medicare,LA,2019-05,398.139827378,394.438606981,372.716570375,416.810747639,17.266036044,PROPHET
Medicare,LA,2019-06,352.202695006,391.846386801,370.304706778,415.042842692,17.266036044,PROPHET
Medicare,LA,2019-07,377.007424001,389.337802366,367.872767224,411.321349238,17.266036044,PROPHET
Medicare,LA,2019-08,397.738522771,386.745599349,363.998291933,407.781143574,17.266036044,PROPHET
Medicare,LA,2019-09,384.281229251,384.15339668,362.695453758,406.774974841,17.266036044,PROPHET
Medicare,LA,2019-10,420.018400256,381.644813977,359.264374686,405.712533756,17.266036044,PROPHET
Medicare,LA,2019-11,373.291241347,379.052611851,355.437192518,400.183461885,17.266036044,PROPHET
Medicare,LA,2019-12,365.82175876,376.544029149,353.314364355,399.180795605,17.266036044,PROPHET
Medicare,LA,2020-01,,373.951827023,350.788238195,396.641215311,17.266036044,PROPHET
Medicare,LA,2020-02,,371.359624897,349.249106747,394.992979137,17.266036044,PROPHET
Medicare,MA,2019-01,529.77463482,526.138918624,364.951707107,678.598422047,72.024531875,PROPHET
Medicare,MA,2019-02,471.538196857,528.247089693,380.85697389,672.848755756,72.024531875,PROPHET
Medicare,MA,2019-03,502.570765452,530.151244216,375.306639239,676.346708654,72.024531875,PROPHET
Medicare,MA,2019-04,468.266560935,532.259415309,378.221794036,687.142486034,72.024531875,PROPHET
Medicare,MA,2019-05,665.55620105,534.299580886,378.561524323,682.699797155,72.024531875,PROPHET
Medicare,MA,2019-06,565.029074148,536.407751954,380.17972349,677.258760048,72.024531875,PROPHET
Medicare,MA,2019-07,525.506203741,538.447917488,382.157918013,704.648881637,72.024531875,PROPHET
Medicare,MA,2019-08,465.924346784,540.556088554,395.837156553,708.967639313,72.024531875,PROPHET
Medicare,MA,2019-09,535.7846518,542.664259589,386.002440206,699.6117398,72.024531875,PROPHET
Medicare,MA,2019-10,873.299028401,544.704425101,388.852962556,692.081262211,72.024531875,PROPHET
Medicare,MA,2019-11,467.938447137,546.812596129,396.145437689,701.408974978,72.024531875,PROPHET
Medicare,MA,2019-12,378.729989047,548.852761641,392.710760012,709.20308953,72.024531875,PROPHET
Medicare,MA,2020-01,,550.96093267,400.260427486,699.102583401,72.024531875,PROPHET
Medicare,MA,2020-02,,553.069103698,393.082925824,703.93905037,72.024531875,PROPHET
Medicare,MD,2019-01,625.173617379,630.34982204,592.124200217,669.784364382,67.806653877,PROPHET
Medicare,MD,2019-02,581.379057811,619.906313763,579.977898144,661.26682311,67.806653877,PROPHET
Medicare,MD,2019-03,609.288336572,610.473467531,569.514618593,649.148559209,67.806653877,PROPHET
Medicare,MD,2019-04,618.177003922,600.029959149,561.522388304,642.159555722,67.806653877,PROPHET
Medicare,MD,2019-05,610.99336221,589.923338171,548.655270078,627.513406898,67.806653877,PROPHET
Medicare,MD,2019-06,544.40617551,579.479829866,537.13088241,619.840151784,67.806653877,PROPHET
Medicare,MD,2019-07,601.289139968,569.373208842,526.516292025,611.792209045,67.806653877,PROPHET
Medicare,MD,2019-08,594.404113772,558.929665066,515.474691567,604.578559086,67.806653877,PROPHET
Medicare,MD,2019-09,538.87284157,548.484967101,501.605863316,586.360382406,67.806653877,PROPHET
Medicare,MD,2019-10,584.159181113,538.377194831,495.813264519,580.002001211,67.806653877,PROPHET
Medicare,MD,2019-11,532.244730552,527.932496819,486.989794122,568.624956835,67.806653877,PROPHET
Medicare,MD,2019-12,450.721052041,517.824724548,476.671124104,557.732475262,67.806653877,PROPHET
Medicare,MD,2020-01,,507.380026536,465.412158516,545.771002918,67.806653877,PROPHET
Medicare,MD,2020-02,,496.935328523,456.584255419,540.589949561,67.806653877,PROPHET
Medicare,ME,2019-01,447.466949153,446.009035714,261.704091711,633.937161118,137.890567696,PROPHET
Medicare,ME,2019-02,267.636315789,427.546341147,238.413097525,600.204865201,137.890567696,PROPHET
Medicare,ME,2019-03,436.644642857,410.870358966,243.190489243,597.518165122,137.890567696,PROPHET
Medicare,ME,2019-04,265.210727273,392.407664407,210.702152283,584.253049598,137.890567696,PROPHET
Medicare,ME,2019-05,622.813559322,374.540540638,196.880464804,547.864134253,137.890567696,PROPHET
Medicare,ME,2019-06,306.877833333,356.077846069,176.535832476,531.045916704,137.890567696,PROPHET
Medicare,ME,2019-07,609.530163934,338.210722281,154.913699066,510.296786404,137.890567696,PROPHET
Medicare,ME,2019-08,312.433965517,319.748027708,142.14991891,501.773304704,137.890567696,PROPHET
Medicare,ME,2019-09,211.664,301.285333132,122.944192187,487.309174765,137.890567696,PROPHET
Medicare,ME,2019-10,139.274150943,283.418209343,90.37765081,454.518800071,137.890567696,PROPHET
Medicare,ME,2019-11,419.281428571,264.95551476,75.193539246,437.663678766,137.890567696,PROPHET
Medicare,ME,2019-12,124.876666667,247.088390971,61.72332166,438.201357172,137.890567696,PROPHET
Medicare,ME,2020-01,,228.625696389,49.999776367,421.780049701,137.890567696,PROPHET
Medicare,ME,2020-02,,210.163001806,38.091086834,394.703639837,137.890567696,PROPHET
Medicare,MI,2019-01,1027.322018316,1054.656644906,945.75442039,1156.121780594,467.55817902,PROPHET
Medicare,MI,2019-02,872.6512674,1007.953739028,908.61735575,1117.094940796,467.55817902,PROPHET
Medicare,MI,2019-03,1014.136092857,965.770469188,867.245222069,1070.421050387,467.55817902,PROPHET
Medicare,MI,2019-04,1022.468266604,919.067563281,808.147770668,1025.671426367,467.55817902,PROPHET
Medicare,MI,2019-05,988.179887483,873.871202723,764.900405904,987.27220139,467.55817902,PROPHET
Medicare,MI,2019-06,896.873269591,827.168296826,721.946216176,927.131833815,467.55817902,PROPHET
Medicare,MI,2019-07,684.01111166,781.971936265,673.067648723,886.636142778,467.55817902,PROPHET
Medicare,MI,2019-08,686.409532003,735.269030357,635.745942448,833.11057998,467.55817902,PROPHET
Medicare,MI,2019-09,681.046895643,688.566124439,583.381411276,799.623378332,467.55817902,PROPHET
Medicare,MI,2019-10,641.361261223,643.369763855,542.446453342,747.762325285,467.55817902,PROPHET
Medicare,MI,2019-11,489.504161949,596.666857919,486.903056245,697.255686789,467.55817902,PROPHET
Medicare,MI,2019-12,644.500814225,551.470497336,440.087041523,664.63469587,467.55817902,PROPHET
Medicare,MI,2020-01,,504.7675914,402.41680199,609.712090181,467.55817902,PROPHET
Medicare,MI,2020-02,,458.064685464,347.624908865,561.29541462,467.55817902,PROPHET
Medicare,MN,2019-01,108.849813072,52.532507609,-18.617294905,124.732936495,19.044790774,PROPHET
Medicare,MN,2019-02,97.621763254,78.125543032,11.247992536,146.799526891,19.044790774,PROPHET
Medicare,MN,2019-03,100.571147192,101.241833076,28.438852816,167.139528902,19.044790774,PROPHET
Medicare,MN,2019-04,113.795658853,126.834868487,61.246016853,198.510311339,19.044790774,PROPHET
Medicare,MN,2019-05,114.498513603,151.602322106,77.542672142,218.90232447,19.044790774,PROPHET
Medicare,MN,2019-06,98.828531662,177.195357481,101.679654881,249.865703585,19.044790774,PROPHET
Medicare,MN,2019-07,95.319000066,201.962811099,136.876314809,269.914173598,19.044790774,PROPHET
Medicare,MN,2019-08,315.127510313,227.555846477,158.31316853,294.674412551,19.044790774,PROPHET
Medicare,MN,2019-09,280.952237421,253.148881817,185.425121403,320.072726665,19.044790774,PROPHET
Medicare,MN,2019-10,339.557811655,277.916335328,202.881275146,347.481971098,19.044790774,PROPHET
Medicare,MN,2019-11,310.050532676,303.509370622,233.317457271,374.567544131,19.044790774,PROPHET
Medicare,MN,2019-12,304.781627212,328.276824133,258.95287895,394.43696923,19.044790774,PROPHET
Medicare,MN,2020-01,,353.869859428,285.042578811,419.406627715,19.044790774,PROPHET
Medicare,MN,2020-02,,379.462894723,311.261157518,444.906387691,19.044790774,PROPHET
Medicare,MO,2019-01,248.368233331,242.851315387,226.777732053,259.528513462,9.987117952,PROPHET
Medicare,MO,2019-02,233.677446597,245.638915431,229.841958375,262.575527976,9.987117952,PROPHET
Medicare,MO,2019-03,249.292716711,248.156747727,231.24388388,264.604982698,9.987117952,PROPHET
Medicare,MO,2019-04,264.233571521,250.944347772,235.221533476,267.902023519,9.987117952,PROPHET
Medicare,MO,2019-05,271.05833829,253.642025236,236.170389364,270.562185558,9.987117952,PROPHET
Medicare,MO,2019-06,228.018209655,256.429625282,240.386105313,271.809188503,9.987117952,PROPHET
Medicare,MO,2019-07,255.202360659,259.127302746,242.617900357,275.571906822,9.987117952,PROPHET
Medicare,MO,2019-08,254.763549804,261.914902789,245.039997883,279.203321558,9.987117952,PROPHET
Medicare,MO,2019-09,267.208775496,264.702502831,248.366495982,281.21933001,9.987117952,PROPHET
Medicare,MO,2019-10,289.275705991,267.400180292,251.559271484,283.94542652,9.987117952,PROPHET
Medicare,MO,2019-11,263.007226792,270.187780335,252.373467034,285.619257092,9.987117952,PROPHET
Medicare,MO,2019-12,269.945721156,272.885457796,256.406161502,290.003589733,9.987117952,PROPHET
Medicare,MO,2020-01,,275.673057839,257.139115822,291.132860367,9.987117952,PROPHET
Medicare,MO,2020-02,,278.460657883,261.230454154,294.666475035,9.987117952,PROPHET
Medicare,MS,2019-01,324.754915343,335.115757276,306.044978486,364.780897286,34.891373239,PROPHET
Medicare,MS,2019-02,319.715571711,330.785936546,301.877359704,361.743151528,34.891373239,PROPHET
Medicare,MS,2019-03,321.216803928,326.875130727,299.011602696,356.272292127,34.891373239,PROPHET
Medicare,MS,2019-04,348.460019272,322.545310001,293.348452443,352.327095065,34.891373239,PROPHET
Medicare,MS,2019-05,331.79801927,318.355160914,286.691152199,346.923532862,34.891373239,PROPHET
Medicare,MS,2019-06,281.967458344,314.025340188,284.372916518,344.369489759,34.891373239,PROPHET
Medicare,MS,2019-07,328.369156688,309.835191099,281.505150452,340.700461632,34.891373239,PROPHET
Medicare,MS,2019-08,329.489215744,305.50537037,274.284595738,335.710256629,34.891373239,PROPHET
Medicare,MS,2019-09,306.780503629,301.175549635,270.138168933,330.747295765,34.891373239,PROPHET
Medicare,MS,2019-10,302.387578285,296.985400539,266.754813827,326.423184687,34.891373239,PROPHET
Medicare,MS,2019-11,239.629372312,292.655579806,264.0238355,321.996080724,34.891373239,PROPHET
Medicare,MS,2019-12,307.236259603,288.465430711,257.609199477,315.805605953,34.891373239,PROPHET
Medicare,MS,2020-01,,284.135609978,253.418438626,313.27187456,34.891373239,PROPHET
Medicare,MS,2020-02,,279.805789246,248.566855797,307.624621577,34.891373239,PROPHET
Medicare,MT,2019-01,227.260319149,353.241858934,91.283796839,624.671949927,304.028550478,PROPHET
Medicare,MT,2019-02,486.2378125,355.188926306,103.959738114,641.307309535,304.028550478,PROPHET
Medicare,MT,2019-03,403.584375,356.947567803,87.406584905,636.965998017,304.028550478,PROPHET
Medicare,MT,2019-04,321.479892473,358.894635195,86.835006271,618.966060348,304.028550478,PROPHET
Medicare,MT,2019-05,190.113404255,360.778893973,96.924272531,639.27668196,304.028550478,PROPHET
Medicare,MT,2019-06,796.404222222,362.725961376,78.021382077,630.070441791,304.028550478,PROPHET
Medicare,MT,2019-07,295.871578947,364.610220137,127.415155943,658.102915374,304.028550478,PROPHET
Medicare,MT,2019-08,387.455625,366.557287516,114.83500887,654.174306713,304.028550478,PROPHET
Medicare,MT,2019-09,203.613411765,368.504354877,103.153698133,627.926963055,304.028550478,PROPHET
Medicare,MT,2019-10,137.679350649,370.388613592,101.160131141,634.514260152,304.028550478,PROPHET
Medicare,MT,2019-11,161.523043478,372.335680931,122.549635622,647.823630701,304.028550478,PROPHET
Medicare,MT,2019-12,755.683235294,374.219939646,124.434753999,643.583435741,304.028550478,PROPHET
Medicare,MT,2020-01,,376.167006984,106.187860092,640.1706754,304.028550478,PROPHET
Medicare,MT,2020-02,,378.114074323,102.991174136,630.484364423,304.028550478,PROPHET
Medicare,NC,2019-01,281.229488818,496.844885238,351.687163623,641.302421757,207.029282957,PROPHET
Medicare,NC,2019-02,459.262928399,491.484054978,340.098597732,644.013992145,207.029282957,PROPHET
Medicare,NC,2019-03,519.563,486.642014721,334.96470398,626.205190744,207.029282957,PROPHET
Medicare,NC,2019-04,550.568605414,481.281184438,334.227960971,618.088899688,207.029282957,PROPHET
Medicare,NC,2019-05,720.271320914,476.093284134,331.492409872,621.25376563,207.029282957,PROPHET
Medicare,NC,2019-06,535.437024867,470.73245382,319.381442815,608.387688111,207.029282957,PROPHET
Medicare,NC,2019-07,373.426142222,465.544553533,317.47295736,611.366094687,207.029282957,PROPHET
Medicare,NC,2019-08,435.528009346,460.183723255,315.126080791,616.254055351,207.029282957,PROPHET
Medicare,NC,2019-09,502.256062992,454.822892943,311.641626062,606.974327392,207.029282957,PROPHET
Medicare,NC,2019-10,556.545884178,449.634992626,297.394765184,596.077530545,207.029282957,PROPHET
Medicare,NC,2019-11,369.123077778,444.274162298,294.573504084,597.741397605,207.029282957,PROPHET
Medicare,NC,2019-12,321.848102017,439.08626198,291.555480204,580.350139649,207.029282957,PROPHET
Medicare,NC,2020-01,,433.725431652,299.353675958,587.819346495,207.029282957,PROPHET
Medicare,NC,2020-02,,428.364601324,280.971248268,577.823637799,207.029282957,PROPHET
Medicare,ND,2019-01,832.874395604,806.711239297,439.865363639,1216.06995639,457.755282619,PROPHET
Medicare,ND,2019-02,366.421075269,740.45784384,298.925582321,1118.594788714,457.755282619,PROPHET
Medicare,ND,2019-03,1450.944888889,680.616067277,287.576997458,1081.900896817,457.755282619,PROPHET
Medicare,ND,2019-04,399.668369565,614.362671812,214.592131021,980.530808219,457.755282619,PROPHET
Medicare,ND,2019-05,751.4834375,550.246482637,141.209516502,940.478855788,457.755282619,PROPHET
Medicare,ND,2019-06,227.755444444,483.993087131,92.420189576,895.920282397,457.755282619,PROPHET
Medicare,ND,2019-07,193.067849462,419.87689794,26.895953421,820.857673202,457.755282619,PROPHET
Medicare,ND,2019-08,116.904,353.623502438,-53.865796196,785.135561091,457.755282619,PROPHET
Medicare,ND,2019-09,181.699473684,287.370106959,-124.014329972,708.206419338,457.755282619,PROPHET
Medicare,ND,2019-10,631.219852941,223.253917807,-181.534226082,627.453009896,457.755282619,PROPHET
Medicare,ND,2019-11,106.593283582,157.00052235,-239.859549273,579.172586959,457.755282619,PROPHET
Medicare,ND,2019-12,155.60483871,92.884333198,-327.058540442,492.36850592,457.755282619,PROPHET
Medicare,ND,2020-01,,26.630937741,-366.19662607,418.692411647,457.755282619,PROPHET
Medicare,ND,2020-02,,-39.622457716,-448.826419552,343.157838184,457.755282619,PROPHET
Medicare,NE,2019-01,354.343260662,356.891006436,335.634842532,378.187998432,7.214756954,PROPHET
Medicare,NE,2019-02,350.548011364,357.053039574,332.901979811,376.870530418,7.214756954,PROPHET
Medicare,NE,2019-03,362.943562471,357.199392084,334.313805296,379.688073351,7.214756954,PROPHET
Medicare,NE,2019-04,351.125827075,357.36142522,334.826175934,378.17014382,7.214756954,PROPHET
Medicare,NE,2019-05,393.350128945,357.518231483,335.463243895,378.403074572,7.214756954,PROPHET
Medicare,NE,2019-06,323.432985592,357.68026462,337.192924824,378.96237935,7.214756954,PROPHET
Medicare,NE,2019-07,358.837513652,357.83707088,335.686393835,377.975210749,7.214756954,PROPHET
Medicare,NE,2019-08,377.736454082,357.999104018,335.793243175,381.696773019,7.214756954,PROPHET
Medicare,NE,2019-09,341.276192553,358.161137153,335.382970246,380.096702445,7.214756954,PROPHET
Medicare,NE,2019-10,368.854163188,358.317943415,336.268959679,379.377593274,7.214756954,PROPHET
Medicare,NE,2019-11,347.89659396,358.479976552,336.585593801,379.801705914,7.214756954,PROPHET
Medicare,NE,2019-12,362.868222806,358.636782813,336.15524132,381.156582925,7.214756954,PROPHET
Medicare,NE,2020-01,,358.79881595,336.918327845,379.90831726,7.214756954,PROPHET
Medicare,NE,2020-02,,358.960849086,337.910072652,382.619243157,7.214756954,PROPHET
Medicare,NH,2019-01,603.976876375,594.419720527,549.300951769,644.916537667,78.813344995,PROPHET
Medicare,NH,2019-02,520.623680782,588.191486314,539.374221126,638.50253931,78.813344995,PROPHET
Medicare,NH,2019-03,616.748637751,582.565984308,535.267297854,633.800343609,78.813344995,PROPHET
Medicare,NH,2019-04,540.248355893,576.337749821,528.801699137,627.433808336,78.813344995,PROPHET
Medicare,NH,2019-05,614.511722722,570.310426157,522.991103919,620.427924773,78.813344995,PROPHET
Medicare,NH,2019-06,575.921748127,564.082191539,513.120474078,611.028422484,78.813344995,PROPHET
Medicare,NH,2019-07,589.959731183,558.053130489,511.973998769,605.631045391,78.813344995,PROPHET
Medicare,NH,2019-08,512.934610507,551.820934223,500.258855152,595.801543586,78.813344995,PROPHET
Medicare,NH,2019-09,581.817600921,545.588737756,497.991090924,595.689848158,78.813344995,PROPHET
Medicare,NH,2019-10,585.027819941,539.557579798,489.670795912,590.781094961,78.813344995,PROPHET
Medicare,NH,2019-11,497.705746582,533.325383242,482.478724791,580.676485413,78.813344995,PROPHET
Medicare,NH,2019-12,492.239838826,527.294225284,479.578768339,576.491901603,78.813344995,PROPHET
Medicare,NH,2020-01,,521.062028728,469.502935567,570.347207322,78.813344995,PROPHET
Medicare,NH,2020-02,,514.829832172,463.837980735,565.034394485,78.813344995,PROPHET
Medicare,NJ,2019-01,842.431300818,770.511545822,676.640338617,851.6693509,87.423154835,PROPHET
Medicare,NJ,2019-02,783.336894265,750.279610701,658.421182732,841.355848105,87.423154835,PROPHET
Medicare,NJ,2019-03,847.112641267,732.005604777,642.434452556,820.838587419,87.423154835,PROPHET
Medicare,NJ,2019-04,607.792500558,711.773669642,621.551721113,800.072758002,87.423154835,PROPHET
Medicare,NJ,2019-05,636.193013019,692.194377594,601.335129869,776.829826988,87.423154835,PROPHET
Medicare,NJ,2019-06,562.391460625,671.962442578,578.324592823,758.958625045,87.423154835,PROPHET
Medicare,NJ,2019-07,595.038765335,652.383640332,564.402619506,737.80432131,87.423154835,PROPHET
Medicare,NJ,2019-08,616.597791465,632.152211364,545.776351185,724.750931316,87.423154835,PROPHET
Medicare,NJ,2019-09,591.569672018,611.920782396,521.602035558,698.166694191,87.423154835,PROPHET
Medicare,NJ,2019-10,652.567841501,592.341980249,503.291972827,682.636000523,87.423154835,PROPHET
Medicare,NJ,2019-11,590.739851401,572.110551364,482.529362325,661.664929911,87.423154835,PROPHET
Medicare,NJ,2019-12,616.417233585,552.531749217,458.657169089,640.782489837,87.423154835,PROPHET
Medicare,NJ,2020-01,,532.300320331,435.177861261,619.366881488,87.423154835,PROPHET
Medicare,NJ,2020-02,,512.068891446,426.891230485,604.668331559,87.423154835,PROPHET
Medicare,NM,2019-01,579.039402079,657.430409128,574.069769711,742.118867362,218.751961613,PROPHET
Medicare,NM,2019-02,565.546366721,634.377880663,548.147640464,727.584002624,218.751961613,PROPHET
Medicare,NM,2019-03,618.245242888,613.55624204,526.734238762,701.145518642,218.751961613,PROPHET
Medicare,NM,2019-04,625.490324582,590.503713639,503.193251357,678.997688863,218.751961613,PROPHET
Medicare,NM,2019-05,623.521645717,568.194815229,487.381289385,660.940973107,218.751961613,PROPHET
Medicare,NM,2019-06,568.200754426,545.142286792,452.162729914,630.77968278,218.751961613,PROPHET
Medicare,NM,2019-07,545.815406299,522.833388322,430.169501811,612.948078705,218.751961613,PROPHET
Medicare,NM,2019-08,570.993736794,499.780859431,410.599465771,587.937715621,218.751961613,PROPHET
Medicare,NM,2019-09,543.848182475,476.728330381,388.548472182,560.874747114,218.751961613,PROPHET
Medicare,NM,2019-10,529.580574042,454.419431329,367.851830039,543.210931852,218.751961613,PROPHET
Medicare,NM,2019-11,376.732073289,431.366902309,339.91143699,521.067504819,218.751961613,PROPHET
Medicare,NM,2019-12,256.675484706,409.058003256,323.224198677,494.567628118,218.751961613,PROPHET
Medicare,NM,2020-01,,386.005474236,305.225225118,480.291003256,218.751961613,PROPHET
Medicare,NM,2020-02,,362.952945215,272.129140602,446.213362201,218.751961613,PROPHET
Medicare,NV,2019-01,419.540073043,412.69399243,383.835673303,441.334142761,20.028524179,PROPHET
Medicare,NV,2019-02,405.18749364,413.620831598,386.118718193,441.655673453,20.028524179,PROPHET
Medicare,NV,2019-03,431.038412867,414.457976658,386.127900907,442.834230441,20.028524179,PROPHET
Medicare,NV,2019-04,391.817074389,415.384815844,387.146299674,445.083474718,20.028524179,PROPHET
Medicare,NV,2019-05,423.625296471,416.281756988,389.323375994,441.390433529,20.028524179,PROPHET
Medicare,NV,2019-06,370.190051867,417.208596156,387.906786012,445.766468593,20.028524179,PROPHET
Medicare,NV,2019-07,440.858527421,418.105537292,388.653721145,448.172420384,20.028524179,PROPHET
Medicare,NV,2019-08,450.51722119,419.032376471,388.886057388,445.07033941,20.028524179,PROPHET
Medicare,NV,2019-09,425.82150491,419.959215556,389.637632238,445.734689105,20.028524179,PROPHET
Medicare,NV,2019-10,444.127855951,420.856156592,393.050705286,450.953155396,20.028524179,PROPHET
Medicare,NV,2019-11,396.12916863,421.782995664,391.893338538,449.884296451,20.028524179,PROPHET
Medicare,NV,2019-12,413.252565018,422.679936701,394.540228516,451.992005175,20.028524179,PROPHET
Medicare,NV,2020-01,,423.606775772,395.483821067,452.939005954,20.028524179,PROPHET
Medicare,NV,2020-02,,424.533614843,395.442413102,453.915148067,20.028524179,PROPHET
Medicare,NY,2019-01,575.494254918,583.343511296,554.233482274,613.83615069,51.508591874,PROPHET
