MONTHS,ACTIVE_MEMBERS,STATECODE,LOB
2022-07,4,ME,Medicare
2022-07,268,MI,Commercial
2022-07,160,MI,Medicare
2022-07,73,MN,Commercial
2022-07,27,MN,Medicare
2022-07,79,MO,Commercial
2022-07,40,MO,Medicare
2022-07,112,MS,Commercial
2022-07,27,MS,Medicare
2022-07,10,MT,Commercial
2022-07,3,MT,Medicare
2022-07,726,NC,Commercial
2022-07,104,NC,Medicare
2022-07,11,ND,Commercial
2022-07,3,ND,Medicare
2022-07,18,NE,Commercial
2022-07,26,NE,Medicare
2022-07,45,NH,Commercial
2022-07,4,NH,Medicare
2022-07,619,NJ,Commercial
2022-07,7,NJ,Medicaid
2022-07,14774,NJ,Medicare
2022-07,108,NM,Commercial
2022-07,257,NM,Medicare
2022-07,63,NV,Commercial
2022-07,11354,NV,Medicare
2022-07,2887,NY,Commercial
2022-07,20526,NY,Medicare
2022-07,368,OH,Commercial
2022-07,2397,OH,Medicare
2022-07,95,OK,Commercial
2022-07,22,OK,Medicare
2022-07,36,OR,Commercial
2022-07,23,OR,Medicare
2022-07,607,PA,Commercial
2022-07,248,PA,Medicare
2022-07,3,PR,Commercial
2022-07,8,PR,Medicare
2022-07,27,RI,Commercial
2022-07,9,RI,Medicare
2022-07,269,SC,Commercial
2022-07,1,SC,Medicaid
2022-07,9983,SC,Medicare
2022-07,7,SD,Commercial
2022-07,9,SD,Medicare
2022-07,727,TN,Commercial
2022-07,83,TN,Medicaid
2022-07,23856,TN,Medicare
2022-07,2320,TX,Commercial
2022-07,18,TX,Medicaid
2022-07,53930,TX,Medicare
2022-07,30,UT,Commercial
2022-07,35,UT,Medicare
2022-07,283,VA,Commercial
2022-07,40802,VA,Medicare
2022-07,16,VT,Commercial
2022-07,2,VT,Medicare
2022-07,168,WA,Commercial
2022-07,9998,WA,Medicare
2022-07,83,WI,Commercial
2022-07,7224,WI,Medicare
2022-07,26,WV,Commercial
2022-07,7211,WV,Medicare
2022-07,17,WY,Commercial
2022-07,1,WY,Medicare
2022-07,9599,,Commercial
2022-07,91,,Medicare
2022-08,17,AK,Commercial
2022-08,4,AK,Medicare
2022-08,419,AL,Commercial
2022-08,1,AL,Medicaid
2022-08,54,AL,Medicare
2022-08,49,AR,Commercial
2022-08,585,AR,Medicare
2022-08,256,AZ,Commercial
2022-08,84,AZ,Medicare
2022-08,1263,CA,Commercial
2022-08,70205,CA,Medicare
2022-08,158,CO,Commercial
2022-08,18738,CO,Medicare
2022-08,135,CT,Commercial
2022-08,28,CT,Medicare
2022-08,8,DC,Commercial
2022-08,80,DC,Medicare
2022-08,13,DE,Commercial
2022-08,47,DE,Medicare
2022-08,149615,FL,Commercial
2022-08,4,FL,Medicaid
2022-08,58197,FL,Medicare
2022-08,1207,GA,Commercial
2022-08,1,GA,Medicaid
2022-08,26948,GA,Medicare
2022-08,2,HI,Commercial
2022-08,1,HI,Medicare
2022-08,31,IA,Commercial
2022-08,17787,IA,Medicare
2022-08,17,ID,Commercial
2022-08,2,ID,Medicare
2022-08,328,IL,Commercial
2022-08,205,IL,Medicare
2022-08,291,IN,Commercial
2022-08,1,IN,Medicaid
2022-08,37680,IN,Medicare
2022-08,67,KS,Commercial
2022-08,47,KS,Medicare
2022-08,353,KY,Commercial
2022-08,4133,KY,Medicare
2022-08,153,LA,Commercial
2022-08,11288,LA,Medicare
2022-08,115,MA,Commercial
2022-08,38,MA,Medicare
2022-08,371,MD,Commercial
2022-08,7315,MD,Medicare
2022-08,25,ME,Commercial
2022-08,4,ME,Medicare
2022-08,268,MI,Commercial
2022-08,160,MI,Medicare
2022-08,73,MN,Commercial
2022-08,27,MN,Medicare
2022-08,79,MO,Commercial
2022-08,40,MO,Medicare
2022-08,112,MS,Commercial
2022-08,27,MS,Medicare
2022-08,10,MT,Commercial
2022-08,3,MT,Medicare
2022-08,726,NC,Commercial
2022-08,104,NC,Medicare
2022-08,11,ND,Commercial
2022-08,3,ND,Medicare
2022-08,18,NE,Commercial
2022-08,26,NE,Medicare
2022-08,45,NH,Commercial
2022-08,4,NH,Medicare
2022-08,619,NJ,Commercial
2022-08,7,NJ,Medicaid
2022-08,14774,NJ,Medicare
2022-08,108,NM,Commercial
2022-08,257,NM,Medicare
2022-08,63,NV,Commercial
2022-08,11354,NV,Medicare
2022-08,2887,NY,Commercial
2022-08,20526,NY,Medicare
2022-08,368,OH,Commercial
2022-08,2397,OH,Medicare
2022-08,95,OK,Commercial
2022-08,22,OK,Medicare
2022-08,36,OR,Commercial
2022-08,23,OR,Medicare
2022-08,607,PA,Commercial
2022-08,248,PA,Medicare
2022-08,3,PR,Commercial
2022-08,8,PR,Medicare
2022-08,27,RI,Commercial
2022-08,9,RI,Medicare
2022-08,269,SC,Commercial
2022-08,1,SC,Medicaid
2022-08,9983,SC,Medicare
2022-08,7,SD,Commercial
2022-08,9,SD,Medicare
2022-08,727,TN,Commercial
2022-08,83,TN,Medicaid
2022-08,23819,TN,Medicare
2022-08,2320,TX,Commercial
2022-08,18,TX,Medicaid
2022-08,53930,TX,Medicare
2022-08,30,UT,Commercial
2022-08,35,UT,Medicare
2022-08,283,VA,Commercial
2022-08,40802,VA,Medicare
2022-08,16,VT,Commercial
2022-08,2,VT,Medicare
2022-08,168,WA,Commercial
2022-08,9998,WA,Medicare
2022-08,83,WI,Commercial
2022-08,7224,WI,Medicare
2022-08,26,WV,Commercial
2022-08,7211,WV,Medicare
2022-08,17,WY,Commercial
2022-08,1,WY,Medicare
2022-08,9599,,Commercial
2022-08,91,,Medicare
2022-09,17,AK,Commercial
2022-09,4,AK,Medicare
2022-09,419,AL,Commercial
2022-09,1,AL,Medicaid
2022-09,53,AL,Medicare
2022-09,49,AR,Commercial
2022-09,585,AR,Medicare
2022-09,256,AZ,Commercial
2022-09,84,AZ,Medicare
2022-09,1263,CA,Commercial
2022-09,70205,CA,Medicare
2022-09,158,CO,Commercial
2022-09,18737,CO,Medicare
2022-09,135,CT,Commercial
2022-09,28,CT,Medicare
2022-09,8,DC,Commercial
2022-09,80,DC,Medicare
2022-09,13,DE,Commercial
2022-09,47,DE,Medicare
2022-09,149615,FL,Commercial
2022-09,4,FL,Medicaid
2022-09,58196,FL,Medicare
2022-09,1207,GA,Commercial
2022-09,1,GA,Medicaid
2022-09,26948,GA,Medicare
2022-09,2,HI,Commercial
2022-09,1,HI,Medicare
2022-09,31,IA,Commercial
2022-09,17787,IA,Medicare
2022-09,17,ID,Commercial
2022-09,2,ID,Medicare
2022-09,328,IL,Commercial
2022-09,205,IL,Medicare
2022-09,291,IN,Commercial
2022-09,1,IN,Medicaid
2022-09,37679,IN,Medicare
2022-09,67,KS,Commercial
2022-09,47,KS,Medicare
2022-09,353,KY,Commercial
2022-09,4133,KY,Medicare
2022-09,153,LA,Commercial
2022-09,11287,LA,Medicare
2022-09,115,MA,Commercial
2022-09,38,MA,Medicare
2022-09,371,MD,Commercial
2022-09,7315,MD,Medicare
2022-09,25,ME,Commercial
2022-09,4,ME,Medicare
2022-09,268,MI,Commercial
2022-09,160,MI,Medicare
2022-09,73,MN,Commercial
2022-09,27,MN,Medicare
2022-09,79,MO,Commercial
2022-09,40,MO,Medicare
2022-09,112,MS,Commercial
2022-09,26,MS,Medicare
2022-09,10,MT,Commercial
2022-09,3,MT,Medicare
2022-09,726,NC,Commercial
2022-09,104,NC,Medicare
2022-09,11,ND,Commercial
2022-09,3,ND,Medicare
2022-09,18,NE,Commercial
2022-09,26,NE,Medicare
2022-09,45,NH,Commercial
2022-09,4,NH,Medicare
2022-09,619,NJ,Commercial
2022-09,7,NJ,Medicaid
2022-09,14774,NJ,Medicare
2022-09,108,NM,Commercial
2022-09,257,NM,Medicare
2022-09,63,NV,Commercial
2022-09,11354,NV,Medicare
2022-09,2887,NY,Commercial
2022-09,20526,NY,Medicare
2022-09,368,OH,Commercial
2022-09,2397,OH,Medicare
2022-09,95,OK,Commercial
2022-09,22,OK,Medicare
2022-09,36,OR,Commercial
2022-09,23,OR,Medicare
2022-09,607,PA,Commercial
2022-09,248,PA,Medicare
2022-09,3,PR,Commercial
2022-09,8,PR,Medicare
2022-09,27,RI,Commercial
2022-09,9,RI,Medicare
2022-09,269,SC,Commercial
2022-09,1,SC,Medicaid
2022-09,9983,SC,Medicare
2022-09,7,SD,Commercial
2022-09,9,SD,Medicare
2022-09,727,TN,Commercial
2022-09,83,TN,Medicaid
2022-09,23773,TN,Medicare
2022-09,2320,TX,Commercial
2022-09,18,TX,Medicaid
2022-09,53929,TX,Medicare
2022-09,30,UT,Commercial
2022-09,35,UT,Medicare
2022-09,283,VA,Commercial
2022-09,40802,VA,Medicare
2022-09,16,VT,Commercial
2022-09,2,VT,Medicare
2022-09,168,WA,Commercial
2022-09,9998,WA,Medicare
2022-09,83,WI,Commercial
2022-09,7224,WI,Medicare
2022-09,26,WV,Commercial
2022-09,7211,WV,Medicare
2022-09,17,WY,Commercial
2022-09,1,WY,Medicare
2022-09,9599,,Commercial
2022-09,91,,Medicare
2022-10,17,AK,Commercial
2022-10,4,AK,Medicare
2022-10,419,AL,Commercial
2022-10,1,AL,Medicaid
2022-10,53,AL,Medicare
2022-10,49,AR,Commercial
2022-10,585,AR,Medicare
2022-10,256,AZ,Commercial
2022-10,83,AZ,Medicare
2022-10,1263,CA,Commercial
2022-10,70205,CA,Medicare
2022-10,158,CO,Commercial
2022-10,18737,CO,Medicare
2022-10,135,CT,Commercial
2022-10,28,CT,Medicare
2022-10,8,DC,Commercial
2022-10,80,DC,Medicare
2022-10,13,DE,Commercial
2022-10,47,DE,Medicare
2022-10,149615,FL,Commercial
2022-10,4,FL,Medicaid
2022-10,58196,FL,Medicare
2022-10,1207,GA,Commercial
2022-10,1,GA,Medicaid
2022-10,26948,GA,Medicare
2022-10,2,HI,Commercial
2022-10,1,HI,Medicare
2022-10,31,IA,Commercial
2022-10,17787,IA,Medicare
2022-10,17,ID,Commercial
2022-10,2,ID,Medicare
2022-10,328,IL,Commercial
2022-10,205,IL,Medicare
2022-10,291,IN,Commercial
2022-10,1,IN,Medicaid
2022-10,37679,IN,Medicare
2022-10,67,KS,Commercial
2022-10,47,KS,Medicare
2022-10,353,KY,Commercial
2022-10,4133,KY,Medicare
2022-10,153,LA,Commercial
2022-10,11287,LA,Medicare
2022-10,115,MA,Commercial
2022-10,38,MA,Medicare
2022-10,371,MD,Commercial
2022-10,7315,MD,Medicare
2022-10,25,ME,Commercial
2022-10,4,ME,Medicare
2022-10,268,MI,Commercial
2022-10,160,MI,Medicare
2022-10,73,MN,Commercial
2022-10,27,MN,Medicare
2022-10,79,MO,Commercial
2022-10,40,MO,Medicare
2022-10,112,MS,Commercial
2022-10,26,MS,Medicare
2022-10,10,MT,Commercial
2022-10,3,MT,Medicare
2022-10,726,NC,Commercial
2022-10,104,NC,Medicare
2022-10,11,ND,Commercial
2022-10,3,ND,Medicare
2022-10,18,NE,Commercial
2022-10,26,NE,Medicare
2022-10,45,NH,Commercial
2022-10,4,NH,Medicare
2022-10,619,NJ,Commercial
2022-10,7,NJ,Medicaid
2022-10,14774,NJ,Medicare
2022-10,108,NM,Commercial
2022-10,257,NM,Medicare
2022-10,63,NV,Commercial
2022-10,11354,NV,Medicare
2022-10,2887,NY,Commercial
2022-10,20526,NY,Medicare
2022-10,368,OH,Commercial
2022-10,2397,OH,Medicare
2022-10,95,OK,Commercial
2022-10,22,OK,Medicare
2022-10,36,OR,Commercial
2022-10,23,OR,Medicare
2022-10,607,PA,Commercial
2022-10,248,PA,Medicare
2022-10,3,PR,Commercial
2022-10,8,PR,Medicare
2022-10,27,RI,Commercial
2022-10,9,RI,Medicare
2022-10,269,SC,Commercial
2022-10,1,SC,Medicaid
2022-10,9983,SC,Medicare
2022-10,7,SD,Commercial
2022-10,9,SD,Medicare
2022-10,727,TN,Commercial
2022-10,83,TN,Medicaid
2022-10,23721,TN,Medicare
2022-10,2320,TX,Commercial
2022-10,18,TX,Medicaid
2022-10,53929,TX,Medicare
2022-10,30,UT,Commercial
2022-10,35,UT,Medicare
2022-10,283,VA,Commercial
2022-10,40801,VA,Medicare
2022-10,16,VT,Commercial
2022-10,2,VT,Medicare
2022-10,168,WA,Commercial
2022-10,9998,WA,Medicare
2022-10,83,WI,Commercial
2022-10,7224,WI,Medicare
2022-10,26,WV,Commercial
2022-10,7211,WV,Medicare
2022-10,17,WY,Commercial
2022-10,1,WY,Medicare
2022-10,9599,,Commercial
2022-10,91,,Medicare
2022-11,17,AK,Commercial
2022-11,4,AK,Medicare
2022-11,419,AL,Commercial
2022-11,1,AL,Medicaid
2022-11,53,AL,Medicare
2022-11,49,AR,Commercial
2022-11,585,AR,Medicare
2022-11,256,AZ,Commercial
2022-11,83,AZ,Medicare
2022-11,1263,CA,Commercial
2022-11,70205,CA,Medicare
2022-11,158,CO,Commercial
2022-11,18737,CO,Medicare
2022-11,135,CT,Commercial
2022-11,28,CT,Medicare
2022-11,8,DC,Commercial
2022-11,80,DC,Medicare
2022-11,13,DE,Commercial
2022-11,47,DE,Medicare
2022-11,149615,FL,Commercial
2022-11,4,FL,Medicaid
2022-11,58196,FL,Medicare
2022-11,1207,GA,Commercial
2022-11,1,GA,Medicaid
2022-11,26948,GA,Medicare
2022-11,2,HI,Commercial
2022-11,1,HI,Medicare
2022-11,31,IA,Commercial
2022-11,17787,IA,Medicare
2022-11,17,ID,Commercial
2022-11,2,ID,Medicare
2022-11,328,IL,Commercial
2022-11,205,IL,Medicare
2022-11,291,IN,Commercial
2022-11,1,IN,Medicaid
2022-11,37679,IN,Medicare
2022-11,67,KS,Commercial
2022-11,47,KS,Medicare
2022-11,353,KY,Commercial
2022-11,4133,KY,Medicare
2022-11,153,LA,Commercial
2022-11,11287,LA,Medicare
2022-11,115,MA,Commercial
2022-11,38,MA,Medicare
2022-11,371,MD,Commercial
2022-11,7315,MD,Medicare
2022-11,25,ME,Commercial
2022-11,4,ME,Medicare
2022-11,268,MI,Commercial
2022-11,160,MI,Medicare
2022-11,73,MN,Commercial
2022-11,27,MN,Medicare
2022-11,79,MO,Commercial
2022-11,40,MO,Medicare
2022-11,112,MS,Commercial
2022-11,26,MS,Medicare
2022-11,10,MT,Commercial
2022-11,3,MT,Medicare
2022-11,726,NC,Commercial
2022-11,104,NC,Medicare
2022-11,11,ND,Commercial
2022-11,3,ND,Medicare
2022-11,18,NE,Commercial
2022-11,26,NE,Medicare
2022-11,45,NH,Commercial
2022-11,4,NH,Medicare
2022-11,619,NJ,Commercial
2022-11,7,NJ,Medicaid
2022-11,14774,NJ,Medicare
2022-11,108,NM,Commercial
2022-11,257,NM,Medicare
2022-11,63,NV,Commercial
2022-11,11354,NV,Medicare
2022-11,2887,NY,Commercial
2022-11,20526,NY,Medicare
2022-11,368,OH,Commercial
2022-11,2397,OH,Medicare
2022-11,95,OK,Commercial
2022-11,22,OK,Medicare
2022-11,36,OR,Commercial
2022-11,23,OR,Medicare
2022-11,607,PA,Commercial
2022-11,248,PA,Medicare
2022-11,3,PR,Commercial
2022-11,8,PR,Medicare
2022-11,27,RI,Commercial
2022-11,9,RI,Medicare
2022-11,269,SC,Commercial
2022-11,1,SC,Medicaid
2022-11,9983,SC,Medicare
2022-11,7,SD,Commercial
2022-11,9,SD,Medicare
2022-11,727,TN,Commercial
2022-11,83,TN,Medicaid
2022-11,23681,TN,Medicare
2022-11,2320,TX,Commercial
2022-11,18,TX,Medicaid
2022-11,53929,TX,Medicare
2022-11,30,UT,Commercial
2022-11,35,UT,Medicare
2022-11,283,VA,Commercial
2022-11,40801,VA,Medicare
2022-11,16,VT,Commercial
2022-11,2,VT,Medicare
2022-11,168,WA,Commercial
2022-11,9998,WA,Medicare
2022-11,83,WI,Commercial
2022-11,7224,WI,Medicare
2022-11,26,WV,Commercial
2022-11,7211,WV,Medicare
2022-11,17,WY,Commercial
2022-11,1,WY,Medicare
2022-11,9599,,Commercial
2022-11,91,,Medicare
2022-12,17,AK,Commercial
2022-12,4,AK,Medicare
2022-12,419,AL,Commercial
2022-12,1,AL,Medicaid
2022-12,53,AL,Medicare
2022-12,49,AR,Commercial
2022-12,585,AR,Medicare
2022-12,256,AZ,Commercial
2022-12,83,AZ,Medicare
2022-12,1263,CA,Commercial
2022-12,70205,CA,Medicare
2022-12,158,CO,Commercial
2022-12,18737,CO,Medicare
2022-12,135,CT,Commercial
2022-12,28,CT,Medicare
2022-12,8,DC,Commercial
2022-12,80,DC,Medicare
2022-12,13,DE,Commercial
2022-12,47,DE,Medicare
2022-12,149615,FL,Commercial
2022-12,4,FL,Medicaid
2022-12,58196,FL,Medicare
2022-12,1207,GA,Commercial
2022-12,1,GA,Medicaid
2022-12,26948,GA,Medicare
2022-12,2,HI,Commercial
2022-12,1,HI,Medicare
2022-12,31,IA,Commercial
2022-12,17787,IA,Medicare
2022-12,17,ID,Commercial
2022-12,2,ID,Medicare
2022-12,328,IL,Commercial
2022-12,205,IL,Medicare
2022-12,291,IN,Commercial
2022-12,1,IN,Medicaid
2022-12,37679,IN,Medicare
2022-12,67,KS,Commercial
2022-12,47,KS,Medicare
2022-12,353,KY,Commercial
2022-12,4133,KY,Medicare
2022-12,153,LA,Commercial
2022-12,11287,LA,Medicare
2022-12,115,MA,Commercial
2022-12,38,MA,Medicare
2022-12,371,MD,Commercial
2022-12,7315,MD,Medicare
2022-12,25,ME,Commercial
2022-12,4,ME,Medicare
2022-12,268,MI,Commercial
2022-12,160,MI,Medicare
2022-12,73,MN,Commercial
2022-12,27,MN,Medicare
2022-12,79,MO,Commercial
2022-12,40,MO,Medicare
2022-12,112,MS,Commercial
2022-12,26,MS,Medicare
2022-12,10,MT,Commercial
2022-12,3,MT,Medicare
2022-12,726,NC,Commercial
2022-12,103,NC,Medicare
2022-12,11,ND,Commercial
2022-12,3,ND,Medicare
2022-12,18,NE,Commercial
2022-12,26,NE,Medicare
2022-12,45,NH,Commercial
2022-12,4,NH,Medicare
2022-12,619,NJ,Commercial
2022-12,7,NJ,Medicaid
2022-12,14774,NJ,Medicare
2022-12,108,NM,Commercial
2022-12,257,NM,Medicare
2022-12,63,NV,Commercial
2022-12,11354,NV,Medicare
2022-12,2887,NY,Commercial
2022-12,20526,NY,Medicare
2022-12,368,OH,Commercial
2022-12,2397,OH,Medicare
2022-12,95,OK,Commercial
2022-12,22,OK,Medicare
2022-12,36,OR,Commercial
2022-12,23,OR,Medicare
2022-12,607,PA,Commercial
2022-12,248,PA,Medicare
2022-12,3,PR,Commercial
2022-12,8,PR,Medicare
2022-12,27,RI,Commercial
2022-12,9,RI,Medicare
2022-12,269,SC,Commercial
2022-12,1,SC,Medicaid
2022-12,9983,SC,Medicare
2022-12,7,SD,Commercial
2022-12,9,SD,Medicare
2022-12,727,TN,Commercial
2022-12,83,TN,Medicaid
2022-12,23643,TN,Medicare
2022-12,2320,TX,Commercial
2022-12,18,TX,Medicaid
2022-12,53929,TX,Medicare
2022-12,30,UT,Commercial
2022-12,35,UT,Medicare
2022-12,283,VA,Commercial
2022-12,40801,VA,Medicare
2022-12,16,VT,Commercial
2022-12,2,VT,Medicare
2022-12,168,WA,Commercial
2022-12,9998,WA,Medicare
2022-12,83,WI,Commercial
2022-12,7224,WI,Medicare
2022-12,26,WV,Commercial
2022-12,7211,WV,Medicare
2022-12,17,WY,Commercial
2022-12,1,WY,Medicare
2022-12,9599,,Commercial
2022-12,91,,Medicare
2023-01,17,AK,Commercial
2023-01,419,AL,Commercial
2023-01,49,AR,Commercial
2023-01,256,AZ,Commercial
2023-01,578,CA,Commercial
2023-01,158,CO,Commercial
2023-01,135,CT,Commercial
2023-01,8,DC,Commercial
2023-01,13,DE,Commercial
2023-01,146561,FL,Commercial
2023-01,1206,GA,Commercial
2023-01,2,HI,Commercial
2023-01,31,IA,Commercial
2023-01,17,ID,Commercial
2023-01,327,IL,Commercial
2023-01,291,IN,Commercial
2023-01,67,KS,Commercial
2023-01,353,KY,Commercial
2023-01,153,LA,Commercial
2023-01,115,MA,Commercial
2023-01,174,MD,Commercial
2023-01,25,ME,Commercial
2023-01,268,MI,Commercial
2023-01,73,MN,Commercial
2023-01,79,MO,Commercial
2023-01,112,MS,Commercial
2023-01,10,MT,Commercial
2023-01,726,NC,Commercial
2023-01,11,ND,Commercial
2023-01,18,NE,Commercial
2023-01,45,NH,Commercial
2023-01,349,NJ,Commercial
2023-01,91,NM,Commercial
2023-01,63,NV,Commercial
2023-01,577,NY,Commercial
2023-01,367,OH,Commercial
2023-01,95,OK,Commercial
2023-01,36,OR,Commercial
2023-01,603,PA,Commercial
2023-01,3,PR,Commercial
2023-01,27,RI,Commercial
2023-01,269,SC,Commercial
2023-01,7,SD,Commercial
2023-01,509,TN,Commercial
2023-01,950,TX,Commercial
2023-01,30,UT,Commercial
2023-01,283,VA,Commercial
2023-01,16,VT,Commercial
2023-01,107,WA,Commercial
2023-01,83,WI,Commercial
2023-01,26,WV,Commercial
2023-01,17,WY,Commercial
2023-01,9597,,Commercial
2023-02,17,AK,Commercial
2023-02,419,AL,Commercial
2023-02,49,AR,Commercial
2023-02,256,AZ,Commercial
2023-02,578,CA,Commercial
2023-02,158,CO,Commercial
2023-02,135,CT,Commercial
2023-02,8,DC,Commercial
2023-02,13,DE,Commercial
2023-02,146561,FL,Commercial
2023-02,1206,GA,Commercial
2023-02,2,HI,Commercial
2023-02,31,IA,Commercial
2023-02,17,ID,Commercial
2023-02,327,IL,Commercial
2023-02,291,IN,Commercial
2023-02,67,KS,Commercial
2023-02,353,KY,Commercial
2023-02,153,LA,Commercial
2023-02,115,MA,Commercial
2023-02,174,MD,Commercial
2023-02,25,ME,Commercial
2023-02,268,MI,Commercial
2023-02,73,MN,Commercial
2023-02,79,MO,Commercial
2023-02,112,MS,Commercial
2023-02,10,MT,Commercial
2023-02,726,NC,Commercial
2023-02,11,ND,Commercial
2023-02,18,NE,Commercial
2023-02,45,NH,Commercial
2023-02,349,NJ,Commercial
2023-02,91,NM,Commercial
2023-02,63,NV,Commercial
2023-02,577,NY,Commercial
2023-02,367,OH,Commercial
2023-02,95,OK,Commercial
2023-02,36,OR,Commercial
2023-02,603,PA,Commercial
2023-02,3,PR,Commercial
2023-02,27,RI,Commercial
2023-02,269,SC,Commercial
2023-02,7,SD,Commercial
2023-02,509,TN,Commercial
2023-02,950,TX,Commercial
2023-02,30,UT,Commercial
2023-02,283,VA,Commercial
2023-02,16,VT,Commercial
2023-02,107,WA,Commercial
2023-02,83,WI,Commercial
2023-02,26,WV,Commercial
2023-02,17,WY,Commercial
2023-02,9597,,Commercial
2023-03,17,AK,Commercial
2023-03,419,AL,Commercial
2023-03,49,AR,Commercial
2023-03,256,AZ,Commercial
2023-03,578,CA,Commercial
2023-03,158,CO,Commercial
2023-03,135,CT,Commercial
2023-03,8,DC,Commercial
2023-03,13,DE,Commercial
2023-03,146561,FL,Commercial
2023-03,1206,GA,Commercial
2023-03,2,HI,Commercial
2023-03,31,IA,Commercial
2023-03,17,ID,Commercial
2023-03,327,IL,Commercial
2023-03,291,IN,Commercial
2023-03,67,KS,Commercial
2023-03,353,KY,Commercial
2023-03,153,LA,Commercial
2023-03,115,MA,Commercial
2023-03,174,MD,Commercial
2023-03,25,ME,Commercial
2023-03,268,MI,Commercial
2023-03,73,MN,Commercial
2023-03,79,MO,Commercial
2023-03,112,MS,Commercial
2023-03,10,MT,Commercial
2023-03,726,NC,Commercial
2023-03,11,ND,Commercial
2023-03,18,NE,Commercial
2023-03,45,NH,Commercial
2023-03,349,NJ,Commercial
2023-03,91,NM,Commercial
2023-03,63,NV,Commercial
2023-03,577,NY,Commercial
2023-03,367,OH,Commercial
2023-03,95,OK,Commercial
2023-03,36,OR,Commercial
2023-03,603,PA,Commercial
2023-03,3,PR,Commercial
2023-03,27,RI,Commercial
2023-03,269,SC,Commercial
2023-03,7,SD,Commercial
2023-03,509,TN,Commercial
2023-03,950,TX,Commercial
2023-03,30,UT,Commercial
2023-03,283,VA,Commercial
2023-03,16,VT,Commercial
2023-03,107,WA,Commercial
2023-03,83,WI,Commercial
2023-03,26,WV,Commercial
2023-03,17,WY,Commercial
2023-03,9597,,Commercial
2023-04,17,AK,Commercial
2023-04,419,AL,Commercial
2023-04,49,AR,Commercial
2023-04,256,AZ,Commercial
2023-04,578,CA,Commercial
2023-04,158,CO,Commercial
2023-04,135,CT,Commercial
2023-04,8,DC,Commercial
2023-04,13,DE,Commercial
2023-04,146561,FL,Commercial
2023-04,1206,GA,Commercial
2023-04,2,HI,Commercial
2023-04,31,IA,Commercial
2023-04,17,ID,Commercial
2023-04,327,IL,Commercial
2023-04,291,IN,Commercial
2023-04,67,KS,Commercial
2023-04,353,KY,Commercial
2023-04,153,LA,Commercial
2023-04,115,MA,Commercial
2023-04,174,MD,Commercial
2023-04,25,ME,Commercial
2023-04,268,MI,Commercial
2023-04,73,MN,Commercial
2023-04,79,MO,Commercial
2023-04,112,MS,Commercial
2023-04,10,MT,Commercial
2023-04,726,NC,Commercial
2023-04,11,ND,Commercial
2023-04,18,NE,Commercial
2023-04,45,NH,Commercial
2023-04,349,NJ,Commercial
2023-04,91,NM,Commercial
2023-04,63,NV,Commercial
2023-04,577,NY,Commercial
2023-04,367,OH,Commercial
2023-04,95,OK,Commercial
2023-04,36,OR,Commercial
2023-04,603,PA,Commercial
2023-04,3,PR,Commercial
2023-04,27,RI,Commercial
2023-04,269,SC,Commercial
2023-04,7,SD,Commercial
2023-04,509,TN,Commercial
2023-04,950,TX,Commercial
2023-04,30,UT,Commercial
2023-04,283,VA,Commercial
2023-04,16,VT,Commercial
2023-04,107,WA,Commercial
2023-04,83,WI,Commercial
2023-04,26,WV,Commercial
2023-04,17,WY,Commercial
2023-04,9597,,Commercial
2023-05,17,AK,Commercial
2023-05,419,AL,Commercial
2023-05,49,AR,Commercial
2023-05,256,AZ,Commercial
2023-05,578,CA,Commercial
2023-05,158,CO,Commercial
2023-05,135,CT,Commercial
2023-05,8,DC,Commercial
2023-05,13,DE,Commercial
2023-05,146561,FL,Commercial
2023-05,1206,GA,Commercial
2023-05,2,HI,Commercial
2023-05,31,IA,Commercial
2023-05,17,ID,Commercial
2023-05,327,IL,Commercial
2023-05,291,IN,Commercial
2023-05,67,KS,Commercial
2023-05,353,KY,Commercial
2023-05,153,LA,Commercial
2023-05,115,MA,Commercial
2023-05,174,MD,Commercial
2023-05,25,ME,Commercial
2023-05,268,MI,Commercial
2023-05,73,MN,Commercial
2023-05,79,MO,Commercial
2023-05,112,MS,Commercial
2023-05,10,MT,Commercial
2023-05,726,NC,Commercial
2023-05,11,ND,Commercial
2023-05,18,NE,Commercial
2023-05,45,NH,Commercial
2023-05,349,NJ,Commercial
2023-05,91,NM,Commercial
2023-05,63,NV,Commercial
2023-05,577,NY,Commercial
2023-05,367,OH,Commercial
2023-05,95,OK,Commercial
2023-05,36,OR,Commercial
2023-05,603,PA,Commercial
2023-05,3,PR,Commercial
2023-05,27,RI,Commercial
2023-05,269,SC,Commercial
2023-05,7,SD,Commercial
2023-05,509,TN,Commercial
2023-05,950,TX,Commercial
2023-05,30,UT,Commercial
2023-05,283,VA,Commercial
2023-05,16,VT,Commercial
2023-05,107,WA,Commercial
2023-05,83,WI,Commercial
2023-05,26,WV,Commercial
2023-05,17,WY,Commercial
2023-05,9597,,Commercial
2023-06,17,AK,Commercial
2023-06,419,AL,Commercial
2023-06,49,AR,Commercial
2023-06,256,AZ,Commercial
2023-06,578,CA,Commercial
2023-06,158,CO,Commercial
2023-06,135,CT,Commercial
2023-06,8,DC,Commercial
2023-06,13,DE,Commercial
2023-06,146561,FL,Commercial
2023-06,1206,GA,Commercial
2023-06,2,HI,Commercial
2023-06,31,IA,Commercial
2023-06,17,ID,Commercial
2023-06,327,IL,Commercial
